,n_period,threshold,cutoff,return,drawdown,sharpe,,Row Labels,Average of return,,,
1494,180,1.6,0.1,-0.201228337,10.54533292,-0.475828994,,,,,,
1495,180,1.6,0.2,-0.201228337,10.54533292,-0.475828994,,,,,,
1496,180,1.6,0.3,-0.201228337,10.54533292,-0.475828994,,,,,,
1497,180,1.6,0.4,-0.201228337,10.54533292,-0.475828994,,,,,,
1498,180,1.6,0.5,-0.201228337,10.54533292,-0.475828994,,,,,,
1499,180,1.6,0.6,-0.201228337,10.54533292,-0.475828994,,,,,,
1500,180,1.6,0.7,-0.201228337,10.54533292,-0.475828994,,,,,,
1501,180,1.6,0.8,-0.201228337,10.54533292,-0.475828994,,,,,,
1502,180,1.6,0.9,-0.201228337,10.54533292,-0.475828994,,,,,,
4293,330,2.7,0.1,0.139765965,8.707498029,-0.476029295,,,,,,
4294,330,2.7,0.2,0.139765965,8.707498029,-0.476029295,,,,,,
4295,330,2.7,0.3,0.139765965,8.707498029,-0.476029295,,,,,,
4296,330,2.7,0.4,0.139765965,8.707498029,-0.476029295,,,,,,
4297,330,2.7,0.5,0.139765965,8.707498029,-0.476029295,,,,,,
4298,330,2.7,0.6,0.139765965,8.707498029,-0.476029295,,,,,,
4299,330,2.7,0.7,0.139765965,8.707498029,-0.476029295,,,,,,
4300,330,2.7,0.8,0.139765965,8.707498029,-0.476029295,,,,,,
4301,330,2.7,0.9,0.139765965,8.707498029,-0.476029295,,,,,,
3843,310,1.7,0.1,-0.153113403,10.18663807,-0.476462197,,,,,,
3844,310,1.7,0.2,-0.153113403,10.18663807,-0.476462197,,,,,,
3845,310,1.7,0.3,-0.153113403,10.18663807,-0.476462197,,,,,,
3846,310,1.7,0.4,-0.153113403,10.18663807,-0.476462197,,,,,,
3847,310,1.7,0.5,-0.153113403,10.18663807,-0.476462197,,,,,,
3848,310,1.7,0.6,-0.153113403,10.18663807,-0.476462197,,,,,,
3849,310,1.7,0.7,-0.153113403,10.18663807,-0.476462197,,,,,,
3850,310,1.7,0.8,-0.153113403,10.18663807,-0.476462197,,,,,,
3851,310,1.7,0.9,-0.153113403,10.18663807,-0.476462197,,,,,,
4032,320,1.8,0.1,-0.127194912,10.23549288,-0.476559688,,,,,,
4033,320,1.8,0.2,-0.127194912,10.23549288,-0.476559688,,,,,,
4034,320,1.8,0.3,-0.127194912,10.23549288,-0.476559688,,,,,,
4035,320,1.8,0.4,-0.127194912,10.23549288,-0.476559688,,,,,,
4036,320,1.8,0.5,-0.127194912,10.23549288,-0.476559688,,,,,,
4037,320,1.8,0.6,-0.127194912,10.23549288,-0.476559688,,,,,,
4038,320,1.8,0.7,-0.127194912,10.23549288,-0.476559688,,,,,,
4039,320,1.8,0.8,-0.127194912,10.23549288,-0.476559688,,,,,,
4040,320,1.8,0.9,-0.127194912,10.23549288,-0.476559688,,,,,,
117,100,2.3,0.1,0.427082391,4.641261763,-0.478483977,,,,,,
118,100,2.3,0.2,0.427082391,4.641261763,-0.478483977,,,,,,
119,100,2.3,0.3,0.427082391,4.641261763,-0.478483977,,,,,,
120,100,2.3,0.4,0.427082391,4.641261763,-0.478483977,,,,,,
121,100,2.3,0.5,0.427082391,4.641261763,-0.478483977,,,,,,
122,100,2.3,0.6,0.427082391,4.641261763,-0.478483977,,,,,,
123,100,2.3,0.7,0.427082391,4.641261763,-0.478483977,,,,,,
124,100,2.3,0.8,0.427082391,4.641261763,-0.478483977,,,,,,
125,100,2.3,0.9,0.427082391,4.641261763,-0.478483977,,,,,,
4356,340,1.4,0.1,0.067775328,7.16980361,-0.478776521,,,,,,
4357,340,1.4,0.2,0.067775328,7.16980361,-0.478776521,,,,,,
4358,340,1.4,0.3,0.067775328,7.16980361,-0.478776521,,,,,,
4359,340,1.4,0.4,0.067775328,7.16980361,-0.478776521,,,,,,
4360,340,1.4,0.5,0.067775328,7.16980361,-0.478776521,,,,,,
4361,340,1.4,0.6,0.067775328,7.16980361,-0.478776521,,,,,,
4362,340,1.4,0.7,0.067775328,7.16980361,-0.478776521,,,,,,
4363,340,1.4,0.8,0.067775328,7.16980361,-0.478776521,,,,,,
4364,340,1.4,0.9,0.067775328,7.16980361,-0.478776521,,,,,,
4104,320,2.6,0.1,0.141783982,8.700696955,-0.479342324,,,,,,
4105,320,2.6,0.2,0.141783982,8.700696955,-0.479342324,,,,,,
4106,320,2.6,0.3,0.141783982,8.700696955,-0.479342324,,,,,,
4107,320,2.6,0.4,0.141783982,8.700696955,-0.479342324,,,,,,
4108,320,2.6,0.5,0.141783982,8.700696955,-0.479342324,,,,,,
4109,320,2.6,0.6,0.141783982,8.700696955,-0.479342324,,,,,,
4110,320,2.6,0.7,0.141783982,8.700696955,-0.479342324,,,,,,
4111,320,2.6,0.8,0.141783982,8.700696955,-0.479342324,,,,,,
4112,320,2.6,0.9,0.141783982,8.700696955,-0.479342324,,,,,,
3861,310,1.9,0.1,-0.212852485,10.84632828,-0.479533988,,,,,,
3862,310,1.9,0.2,-0.212852485,10.84632828,-0.479533988,,,,,,
3863,310,1.9,0.3,-0.212852485,10.84632828,-0.479533988,,,,,,
3864,310,1.9,0.4,-0.212852485,10.84632828,-0.479533988,,,,,,
3865,310,1.9,0.5,-0.212852485,10.84632828,-0.479533988,,,,,,
3866,310,1.9,0.6,-0.212852485,10.84632828,-0.479533988,,,,,,
3867,310,1.9,0.7,-0.212852485,10.84632828,-0.479533988,,,,,,
3868,310,1.9,0.8,-0.212852485,10.84632828,-0.479533988,,,,,,
3869,310,1.9,0.9,-0.212852485,10.84632828,-0.479533988,,,,,,
4482,340,2.8,0.1,0.133003231,8.708808296,-0.479940701,,,,,,
4483,340,2.8,0.2,0.133003231,8.708808296,-0.479940701,,,,,,
4484,340,2.8,0.3,0.133003231,8.708808296,-0.479940701,,,,,,
4485,340,2.8,0.4,0.133003231,8.708808296,-0.479940701,,,,,,
4486,340,2.8,0.5,0.133003231,8.708808296,-0.479940701,,,,,,
4487,340,2.8,0.6,0.133003231,8.708808296,-0.479940701,,,,,,
4488,340,2.8,0.7,0.133003231,8.708808296,-0.479940701,,,,,,
4489,340,2.8,0.8,0.133003231,8.708808296,-0.479940701,,,,,,
4490,340,2.8,0.9,0.133003231,8.708808296,-0.479940701,,,,,,
4176,330,1.4,0.1,0.094721963,7.242807213,-0.480202043,,,,,,
4177,330,1.4,0.2,0.094721963,7.242807213,-0.480202043,,,,,,
4178,330,1.4,0.3,0.094721963,7.242807213,-0.480202043,,,,,,
4179,330,1.4,0.4,0.094721963,7.242807213,-0.480202043,,,,,,
4180,330,1.4,0.5,0.094721963,7.242807213,-0.480202043,,,,,,
4181,330,1.4,0.6,0.094721963,7.242807213,-0.480202043,,,,,,
4182,330,1.4,0.7,0.094721963,7.242807213,-0.480202043,,,,,,
4183,330,1.4,0.8,0.094721963,7.242807213,-0.480202043,,,,,,
4184,330,1.4,0.9,0.094721963,7.242807213,-0.480202043,,,,,,
4221,330,1.9,0.1,-0.212579976,10.85049325,-0.48118756,,,,,,
4222,330,1.9,0.2,-0.212579976,10.85049325,-0.48118756,,,,,,
4223,330,1.9,0.3,-0.212579976,10.85049325,-0.48118756,,,,,,
4224,330,1.9,0.4,-0.212579976,10.85049325,-0.48118756,,,,,,
4225,330,1.9,0.5,-0.212579976,10.85049325,-0.48118756,,,,,,
4226,330,1.9,0.6,-0.212579976,10.85049325,-0.48118756,,,,,,
4227,330,1.9,0.7,-0.212579976,10.85049325,-0.48118756,,,,,,
4228,330,1.9,0.8,-0.212579976,10.85049325,-0.48118756,,,,,,
4229,330,1.9,0.9,-0.212579976,10.85049325,-0.48118756,,,,,,
4230,330,2,0.1,-0.059190434,9.599843245,-0.48202216,,,,,,
4231,330,2,0.2,-0.059190434,9.599843245,-0.48202216,,,,,,
4232,330,2,0.3,-0.059190434,9.599843245,-0.48202216,,,,,,
4233,330,2,0.4,-0.059190434,9.599843245,-0.48202216,,,,,,
4234,330,2,0.5,-0.059190434,9.599843245,-0.48202216,,,,,,
4235,330,2,0.6,-0.059190434,9.599843245,-0.48202216,,,,,,
4236,330,2,0.7,-0.059190434,9.599843245,-0.48202216,,,,,,
4237,330,2,0.8,-0.059190434,9.599843245,-0.48202216,,,,,,
4238,330,2,0.9,-0.059190434,9.599843245,-0.48202216,,,,,,
1764,190,2.6,0.1,0.155253227,8.694203758,-0.482385688,,,,,,
1765,190,2.6,0.2,0.155253227,8.694203758,-0.482385688,,,,,,
1766,190,2.6,0.3,0.155253227,8.694203758,-0.482385688,,,,,,
1767,190,2.6,0.4,0.155253227,8.694203758,-0.482385688,,,,,,
1768,190,2.6,0.5,0.155253227,8.694203758,-0.482385688,,,,,,
1769,190,2.6,0.6,0.155253227,8.694203758,-0.482385688,,,,,,
1770,190,2.6,0.7,0.155253227,8.694203758,-0.482385688,,,,,,
1771,190,2.6,0.8,0.155253227,8.694203758,-0.482385688,,,,,,
1772,190,2.6,0.9,0.155253227,8.694203758,-0.482385688,,,,,,
4518,350,1.2,0.1,0.169723231,6.480834293,-0.482675644,,,,,,
4519,350,1.2,0.2,0.169723231,6.480834293,-0.482675644,,,,,,
4520,350,1.2,0.3,0.169723231,6.480834293,-0.482675644,,,,,,
4521,350,1.2,0.4,0.169723231,6.480834293,-0.482675644,,,,,,
4522,350,1.2,0.5,0.169723231,6.480834293,-0.482675644,,,,,,
4523,350,1.2,0.6,0.169723231,6.480834293,-0.482675644,,,,,,
4524,350,1.2,0.7,0.169723231,6.480834293,-0.482675644,,,,,,
4525,350,1.2,0.8,0.169723231,6.480834293,-0.482675644,,,,,,
4526,350,1.2,0.9,0.169723231,6.480834293,-0.482675644,,,,,,
2124,210,2.6,0.1,0.119997915,8.749027372,-0.483024226,,,,,,
2125,210,2.6,0.2,0.119997915,8.749027372,-0.483024226,,,,,,
2126,210,2.6,0.3,0.119997915,8.749027372,-0.483024226,,,,,,
2127,210,2.6,0.4,0.119997915,8.749027372,-0.483024226,,,,,,
2128,210,2.6,0.5,0.119997915,8.749027372,-0.483024226,,,,,,
2129,210,2.6,0.6,0.119997915,8.749027372,-0.483024226,,,,,,
2130,210,2.6,0.7,0.119997915,8.749027372,-0.483024226,,,,,,
2131,210,2.6,0.8,0.119997915,8.749027372,-0.483024226,,,,,,
2132,210,2.6,0.9,0.119997915,8.749027372,-0.483024226,,,,,,
4113,320,2.7,0.1,0.130473001,8.705874297,-0.484164699,,,,,,
4114,320,2.7,0.2,0.130473001,8.705874297,-0.484164699,,,,,,
4115,320,2.7,0.3,0.130473001,8.705874297,-0.484164699,,,,,,
4116,320,2.7,0.4,0.130473001,8.705874297,-0.484164699,,,,,,
4117,320,2.7,0.5,0.130473001,8.705874297,-0.484164699,,,,,,
4118,320,2.7,0.6,0.130473001,8.705874297,-0.484164699,,,,,,
4119,320,2.7,0.7,0.130473001,8.705874297,-0.484164699,,,,,,
4120,320,2.7,0.8,0.130473001,8.705874297,-0.484164699,,,,,,
4121,320,2.7,0.9,0.130473001,8.705874297,-0.484164699,,,,,,
4302,330,2.8,0.1,0.128918266,8.707498029,-0.484948037,,,,,,
4303,330,2.8,0.2,0.128918266,8.707498029,-0.484948037,,,,,,
4304,330,2.8,0.3,0.128918266,8.707498029,-0.484948037,,,,,,
4305,330,2.8,0.4,0.128918266,8.707498029,-0.484948037,,,,,,
4306,330,2.8,0.5,0.128918266,8.707498029,-0.484948037,,,,,,
4307,330,2.8,0.6,0.128918266,8.707498029,-0.484948037,,,,,,
4308,330,2.8,0.7,0.128918266,8.707498029,-0.484948037,,,,,,
4309,330,2.8,0.8,0.128918266,8.707498029,-0.484948037,,,,,,
4310,330,2.8,0.9,0.128918266,8.707498029,-0.484948037,,,,,,
3834,310,1.6,0.1,-0.193749888,9.874595079,-0.485602881,,,,,,
3835,310,1.6,0.2,-0.193749888,9.874595079,-0.485602881,,,,,,
3836,310,1.6,0.3,-0.193749888,9.874595079,-0.485602881,,,,,,
3837,310,1.6,0.4,-0.193749888,9.874595079,-0.485602881,,,,,,
3838,310,1.6,0.5,-0.193749888,9.874595079,-0.485602881,,,,,,
3839,310,1.6,0.6,-0.193749888,9.874595079,-0.485602881,,,,,,
3840,310,1.6,0.7,-0.193749888,9.874595079,-0.485602881,,,,,,
3841,310,1.6,0.8,-0.193749888,9.874595079,-0.485602881,,,,,,
3842,310,1.6,0.9,-0.193749888,9.874595079,-0.485602881,,,,,,
405,120,1.5,0.1,-0.054540859,10.33407861,-0.485743541,,,,,,
406,120,1.5,0.2,-0.054540859,10.33407861,-0.485743541,,,,,,
407,120,1.5,0.3,-0.054540859,10.33407861,-0.485743541,,,,,,
408,120,1.5,0.4,-0.054540859,10.33407861,-0.485743541,,,,,,
409,120,1.5,0.5,-0.054540859,10.33407861,-0.485743541,,,,,,
410,120,1.5,0.6,-0.054540859,10.33407861,-0.485743541,,,,,,
411,120,1.5,0.7,-0.054540859,10.33407861,-0.485743541,,,,,,
412,120,1.5,0.8,-0.054540859,10.33407861,-0.485743541,,,,,,
413,120,1.5,0.9,-0.054540859,10.33407861,-0.485743541,,,,,,
3663,300,1.7,0.1,-0.156335937,9.974175232,-0.487131003,,,,,,
3664,300,1.7,0.2,-0.156335937,9.974175232,-0.487131003,,,,,,
3665,300,1.7,0.3,-0.156335937,9.974175232,-0.487131003,,,,,,
3666,300,1.7,0.4,-0.156335937,9.974175232,-0.487131003,,,,,,
3667,300,1.7,0.5,-0.156335937,9.974175232,-0.487131003,,,,,,
3668,300,1.7,0.6,-0.156335937,9.974175232,-0.487131003,,,,,,
3669,300,1.7,0.7,-0.156335937,9.974175232,-0.487131003,,,,,,
3670,300,1.7,0.8,-0.156335937,9.974175232,-0.487131003,,,,,,
3671,300,1.7,0.9,-0.156335937,9.974175232,-0.487131003,,,,,,
630,130,2,0.1,0.126668672,7.81141678,-0.489706943,,,,,,
631,130,2,0.2,0.126668672,7.81141678,-0.489706943,,,,,,
632,130,2,0.3,0.126668672,7.81141678,-0.489706943,,,,,,
633,130,2,0.4,0.126668672,7.81141678,-0.489706943,,,,,,
634,130,2,0.5,0.126668672,7.81141678,-0.489706943,,,,,,
635,130,2,0.6,0.126668672,7.81141678,-0.489706943,,,,,,
636,130,2,0.7,0.126668672,7.81141678,-0.489706943,,,,,,
637,130,2,0.8,0.126668672,7.81141678,-0.489706943,,,,,,
638,130,2,0.9,0.126668672,7.81141678,-0.489706943,,,,,,
2223,220,1.7,0.1,-0.150539477,10.71617998,-0.490970999,,,,,,
2224,220,1.7,0.2,-0.150539477,10.71617998,-0.490970999,,,,,,
2225,220,1.7,0.3,-0.150539477,10.71617998,-0.490970999,,,,,,
2226,220,1.7,0.4,-0.150539477,10.71617998,-0.490970999,,,,,,
2227,220,1.7,0.5,-0.150539477,10.71617998,-0.490970999,,,,,,
2228,220,1.7,0.6,-0.150539477,10.71617998,-0.490970999,,,,,,
2229,220,1.7,0.7,-0.150539477,10.71617998,-0.490970999,,,,,,
2230,220,1.7,0.8,-0.150539477,10.71617998,-0.490970999,,,,,,
2231,220,1.7,0.9,-0.150539477,10.71617998,-0.490970999,,,,,,
90,100,2,0.1,0.200968584,7.552627174,-0.491206249,,,,,,
91,100,2,0.2,0.200968584,7.552627174,-0.491206249,,,,,,
92,100,2,0.3,0.200968584,7.552627174,-0.491206249,,,,,,
93,100,2,0.4,0.200968584,7.552627174,-0.491206249,,,,,,
94,100,2,0.5,0.200968584,7.552627174,-0.491206249,,,,,,
95,100,2,0.6,0.200968584,7.552627174,-0.491206249,,,,,,
96,100,2,0.7,0.200968584,7.552627174,-0.491206249,,,,,,
97,100,2,0.8,0.200968584,7.552627174,-0.491206249,,,,,,
98,100,2,0.9,0.200968584,7.552627174,-0.491206249,,,,,,
3627,300,1.3,0.1,0.063207956,8.341531617,-0.491325945,,,,,,
3628,300,1.3,0.2,0.063207956,8.341531617,-0.491325945,,,,,,
3629,300,1.3,0.3,0.063207956,8.341531617,-0.491325945,,,,,,
3630,300,1.3,0.4,0.063207956,8.341531617,-0.491325945,,,,,,
3631,300,1.3,0.5,0.063207956,8.341531617,-0.491325945,,,,,,
3632,300,1.3,0.6,0.063207956,8.341531617,-0.491325945,,,,,,
3633,300,1.3,0.7,0.063207956,8.341531617,-0.491325945,,,,,,
3634,300,1.3,0.8,0.063207956,8.341531617,-0.491325945,,,,,,
3635,300,1.3,0.9,0.063207956,8.341531617,-0.491325945,,,,,,
4725,360,1.5,0.1,-0.127542683,9.242594265,-0.492670295,,,,,,
4726,360,1.5,0.2,-0.127542683,9.242594265,-0.492670295,,,,,,
4727,360,1.5,0.3,-0.127542683,9.242594265,-0.492670295,,,,,,
4728,360,1.5,0.4,-0.127542683,9.242594265,-0.492670295,,,,,,
4729,360,1.5,0.5,-0.127542683,9.242594265,-0.492670295,,,,,,
4730,360,1.5,0.6,-0.127542683,9.242594265,-0.492670295,,,,,,
4731,360,1.5,0.7,-0.127542683,9.242594265,-0.492670295,,,,,,
4732,360,1.5,0.8,-0.127542683,9.242594265,-0.492670295,,,,,,
4733,360,1.5,0.9,-0.127542683,9.242594265,-0.492670295,,,,,,
3284,280,1.4,0.9,-0.200009248,12.74170385,-0.492939946,,,,,,
4401,340,1.9,0.1,-0.143233385,10.10603774,-0.493149472,,,,,,
4402,340,1.9,0.2,-0.143233385,10.10603774,-0.493149472,,,,,,
4403,340,1.9,0.3,-0.143233385,10.10603774,-0.493149472,,,,,,
4404,340,1.9,0.4,-0.143233385,10.10603774,-0.493149472,,,,,,
4405,340,1.9,0.5,-0.143233385,10.10603774,-0.493149472,,,,,,
4406,340,1.9,0.6,-0.143233385,10.10603774,-0.493149472,,,,,,
4407,340,1.9,0.7,-0.143233385,10.10603774,-0.493149472,,,,,,
4408,340,1.9,0.8,-0.143233385,10.10603774,-0.493149472,,,,,,
4409,340,1.9,0.9,-0.143233385,10.10603774,-0.493149472,,,,,,
2925,260,1.5,0.1,-0.20454496,9.915537267,-0.494995163,,,,,,
2926,260,1.5,0.2,-0.20454496,9.915537267,-0.494995163,,,,,,
2927,260,1.5,0.3,-0.20454496,9.915537267,-0.494995163,,,,,,
2928,260,1.5,0.4,-0.20454496,9.915537267,-0.494995163,,,,,,
2929,260,1.5,0.5,-0.20454496,9.915537267,-0.494995163,,,,,,
2930,260,1.5,0.6,-0.20454496,9.915537267,-0.494995163,,,,,,
2931,260,1.5,0.7,-0.20454496,9.915537267,-0.494995163,,,,,,
2932,260,1.5,0.8,-0.20454496,9.915537267,-0.494995163,,,,,,
2933,260,1.5,0.9,-0.20454496,9.915537267,-0.494995163,,,,,,
4005,320,1.5,0.1,-0.141767277,9.042228717,-0.495130796,,,,,,
4006,320,1.5,0.2,-0.141767277,9.042228717,-0.495130796,,,,,,
4007,320,1.5,0.3,-0.141767277,9.042228717,-0.495130796,,,,,,
4008,320,1.5,0.4,-0.141767277,9.042228717,-0.495130796,,,,,,
4009,320,1.5,0.5,-0.141767277,9.042228717,-0.495130796,,,,,,
4010,320,1.5,0.6,-0.141767277,9.042228717,-0.495130796,,,,,,
4011,320,1.5,0.7,-0.141767277,9.042228717,-0.495130796,,,,,,
4012,320,1.5,0.8,-0.141767277,9.042228717,-0.495130796,,,,,,
4013,320,1.5,0.9,-0.141767277,9.042228717,-0.495130796,,,,,,
1125,160,1.5,0.1,-0.24036353,11.06803867,-0.498993448,,,,,,
1126,160,1.5,0.2,-0.24036353,11.06803867,-0.498993448,,,,,,
1127,160,1.5,0.3,-0.24036353,11.06803867,-0.498993448,,,,,,
1128,160,1.5,0.4,-0.24036353,11.06803867,-0.498993448,,,,,,
1129,160,1.5,0.5,-0.24036353,11.06803867,-0.498993448,,,,,,
1130,160,1.5,0.6,-0.24036353,11.06803867,-0.498993448,,,,,,
1131,160,1.5,0.7,-0.24036353,11.06803867,-0.498993448,,,,,,
1132,160,1.5,0.8,-0.24036353,11.06803867,-0.498993448,,,,,,
1133,160,1.5,0.9,-0.24036353,11.06803867,-0.498993448,,,,,,
1953,200,2.7,0.1,0.151858785,8.695971505,-0.499243719,,,,,,
1954,200,2.7,0.2,0.151858785,8.695971505,-0.499243719,,,,,,
1955,200,2.7,0.3,0.151858785,8.695971505,-0.499243719,,,,,,
1956,200,2.7,0.4,0.151858785,8.695971505,-0.499243719,,,,,,
1957,200,2.7,0.5,0.151858785,8.695971505,-0.499243719,,,,,,
1958,200,2.7,0.6,0.151858785,8.695971505,-0.499243719,,,,,,
1959,200,2.7,0.7,0.151858785,8.695971505,-0.499243719,,,,,,
1960,200,2.7,0.8,0.151858785,8.695971505,-0.499243719,,,,,,
1961,200,2.7,0.9,0.151858785,8.695971505,-0.499243719,,,,,,
1962,200,2.8,0.1,0.151858785,8.695971505,-0.499243719,,,,,,
1963,200,2.8,0.2,0.151858785,8.695971505,-0.499243719,,,,,,
1964,200,2.8,0.3,0.151858785,8.695971505,-0.499243719,,,,,,
1965,200,2.8,0.4,0.151858785,8.695971505,-0.499243719,,,,,,
1966,200,2.8,0.5,0.151858785,8.695971505,-0.499243719,,,,,,
1967,200,2.8,0.6,0.151858785,8.695971505,-0.499243719,,,,,,
1968,200,2.8,0.7,0.151858785,8.695971505,-0.499243719,,,,,,
1969,200,2.8,0.8,0.151858785,8.695971505,-0.499243719,,,,,,
1970,200,2.8,0.9,0.151858785,8.695971505,-0.499243719,,,,,,
4590,350,2,0.1,-0.145863957,10.07404217,-0.500064765,,,,,,
4591,350,2,0.2,-0.145863957,10.07404217,-0.500064765,,,,,,
4592,350,2,0.3,-0.145863957,10.07404217,-0.500064765,,,,,,
4593,350,2,0.4,-0.145863957,10.07404217,-0.500064765,,,,,,
4594,350,2,0.5,-0.145863957,10.07404217,-0.500064765,,,,,,
4595,350,2,0.6,-0.145863957,10.07404217,-0.500064765,,,,,,
4596,350,2,0.7,-0.145863957,10.07404217,-0.500064765,,,,,,
4597,350,2,0.8,-0.145863957,10.07404217,-0.500064765,,,,,,
4598,350,2,0.9,-0.145863957,10.07404217,-0.500064765,,,,,,
450,120,2,0.1,-0.022074334,8.358634089,-0.500225007,,,,,,
451,120,2,0.2,-0.022074334,8.358634089,-0.500225007,,,,,,
452,120,2,0.3,-0.022074334,8.358634089,-0.500225007,,,,,,
453,120,2,0.4,-0.022074334,8.358634089,-0.500225007,,,,,,
454,120,2,0.5,-0.022074334,8.358634089,-0.500225007,,,,,,
455,120,2,0.6,-0.022074334,8.358634089,-0.500225007,,,,,,
456,120,2,0.7,-0.022074334,8.358634089,-0.500225007,,,,,,
457,120,2,0.8,-0.022074334,8.358634089,-0.500225007,,,,,,
458,120,2,0.9,-0.022074334,8.358634089,-0.500225007,,,,,,
99,100,2.1,0.1,0.189049945,7.920180271,-0.501195393,,,,,,
100,100,2.1,0.2,0.189049945,7.920180271,-0.501195393,,,,,,
101,100,2.1,0.3,0.189049945,7.920180271,-0.501195393,,,,,,
102,100,2.1,0.4,0.189049945,7.920180271,-0.501195393,,,,,,
103,100,2.1,0.5,0.189049945,7.920180271,-0.501195393,,,,,,
104,100,2.1,0.6,0.189049945,7.920180271,-0.501195393,,,,,,
105,100,2.1,0.7,0.189049945,7.920180271,-0.501195393,,,,,,
106,100,2.1,0.8,0.189049945,7.920180271,-0.501195393,,,,,,
107,100,2.1,0.9,0.189049945,7.920180271,-0.501195393,,,,,,
4014,320,1.6,0.1,-0.158694501,9.76449604,-0.501379653,,,,,,
4015,320,1.6,0.2,-0.158694501,9.76449604,-0.501379653,,,,,,
4016,320,1.6,0.3,-0.158694501,9.76449604,-0.501379653,,,,,,
4017,320,1.6,0.4,-0.158694501,9.76449604,-0.501379653,,,,,,
4018,320,1.6,0.5,-0.158694501,9.76449604,-0.501379653,,,,,,
4019,320,1.6,0.6,-0.158694501,9.76449604,-0.501379653,,,,,,
4020,320,1.6,0.7,-0.158694501,9.76449604,-0.501379653,,,,,,
4021,320,1.6,0.8,-0.158694501,9.76449604,-0.501379653,,,,,,
4022,320,1.6,0.9,-0.158694501,9.76449604,-0.501379653,,,,,,
3852,310,1.8,0.1,-0.172916579,10.23457046,-0.502045994,,,,,,
3853,310,1.8,0.2,-0.172916579,10.23457046,-0.502045994,,,,,,
3854,310,1.8,0.3,-0.172916579,10.23457046,-0.502045994,,,,,,
3855,310,1.8,0.4,-0.172916579,10.23457046,-0.502045994,,,,,,
3856,310,1.8,0.5,-0.172916579,10.23457046,-0.502045994,,,,,,
3857,310,1.8,0.6,-0.172916579,10.23457046,-0.502045994,,,,,,
3858,310,1.8,0.7,-0.172916579,10.23457046,-0.502045994,,,,,,
3859,310,1.8,0.8,-0.172916579,10.23457046,-0.502045994,,,,,,
3860,310,1.8,0.9,-0.172916579,10.23457046,-0.502045994,,,,,,
945,150,1.5,0.1,-0.320657003,11.09814888,-0.503442624,,,,,,
946,150,1.5,0.2,-0.320657003,11.09814888,-0.503442624,,,,,,
947,150,1.5,0.3,-0.320657003,11.09814888,-0.503442624,,,,,,
948,150,1.5,0.4,-0.320657003,11.09814888,-0.503442624,,,,,,
949,150,1.5,0.5,-0.320657003,11.09814888,-0.503442624,,,,,,
950,150,1.5,0.6,-0.320657003,11.09814888,-0.503442624,,,,,,
951,150,1.5,0.7,-0.320657003,11.09814888,-0.503442624,,,,,,
952,150,1.5,0.8,-0.320657003,11.09814888,-0.503442624,,,,,,
953,150,1.5,0.9,-0.320657003,11.09814888,-0.503442624,,,,,,
4509,350,1.1,0.1,0.282684625,4.336257426,-0.510054194,,,,,,
4510,350,1.1,0.2,0.282684625,4.336257426,-0.510054194,,,,,,
4511,350,1.1,0.3,0.282684625,4.336257426,-0.510054194,,,,,,
4512,350,1.1,0.4,0.282684625,4.336257426,-0.510054194,,,,,,
4513,350,1.1,0.5,0.282684625,4.336257426,-0.510054194,,,,,,
4514,350,1.1,0.6,0.282684625,4.336257426,-0.510054194,,,,,,
4515,350,1.1,0.7,0.282684625,4.336257426,-0.510054194,,,,,,
4516,350,1.1,0.8,0.282684625,4.336257426,-0.510054194,,,,,,
4517,350,1.1,0.9,0.282684625,4.336257426,-0.510054194,,,,,,
3492,290,1.8,0.1,-0.175430533,10.14310391,-0.510186053,,,,,,
3493,290,1.8,0.2,-0.175430533,10.14310391,-0.510186053,,,,,,
3494,290,1.8,0.3,-0.175430533,10.14310391,-0.510186053,,,,,,
3495,290,1.8,0.4,-0.175430533,10.14310391,-0.510186053,,,,,,
3496,290,1.8,0.5,-0.175430533,10.14310391,-0.510186053,,,,,,
3497,290,1.8,0.6,-0.175430533,10.14310391,-0.510186053,,,,,,
3498,290,1.8,0.7,-0.175430533,10.14310391,-0.510186053,,,,,,
3499,290,1.8,0.8,-0.175430533,10.14310391,-0.510186053,,,,,,
3500,290,1.8,0.9,-0.175430533,10.14310391,-0.510186053,,,,,,
792,140,1.8,0.1,-0.032389767,8.85348273,-0.510198891,,,,,,
793,140,1.8,0.2,-0.032389767,8.85348273,-0.510198891,,,,,,
794,140,1.8,0.3,-0.032389767,8.85348273,-0.510198891,,,,,,
795,140,1.8,0.4,-0.032389767,8.85348273,-0.510198891,,,,,,
796,140,1.8,0.5,-0.032389767,8.85348273,-0.510198891,,,,,,
797,140,1.8,0.6,-0.032389767,8.85348273,-0.510198891,,,,,,
798,140,1.8,0.7,-0.032389767,8.85348273,-0.510198891,,,,,,
799,140,1.8,0.8,-0.032389767,8.85348273,-0.510198891,,,,,,
800,140,1.8,0.9,-0.032389767,8.85348273,-0.510198891,,,,,,
3645,300,1.5,0.1,-0.155289361,9.538650239,-0.510888552,,,,,,
3646,300,1.5,0.2,-0.155289361,9.538650239,-0.510888552,,,,,,
3647,300,1.5,0.3,-0.155289361,9.538650239,-0.510888552,,,,,,
3648,300,1.5,0.4,-0.155289361,9.538650239,-0.510888552,,,,,,
3649,300,1.5,0.5,-0.155289361,9.538650239,-0.510888552,,,,,,
