,n_period,threshold,cutoff,return,drawdown,sharpe,,Row Labels,Average of return,,,
298,110,2.3,0.2,0.555943831,4.745520124,-0.396427686,,,,,,
299,110,2.3,0.3,0.555943831,4.745520124,-0.396427686,,,,,,
300,110,2.3,0.4,0.555943831,4.745520124,-0.396427686,,,,,,
301,110,2.3,0.5,0.555943831,4.745520124,-0.396427686,,,,,,
302,110,2.3,0.6,0.555943831,4.745520124,-0.396427686,,,,,,
303,110,2.3,0.7,0.555943831,4.745520124,-0.396427686,,,,,,
304,110,2.3,0.8,0.555943831,4.745520124,-0.396427686,,,,,,
305,110,2.3,0.9,0.555943831,4.745520124,-0.396427686,,,,,,
1314,170,1.6,0.1,0.046538363,9.402582629,-0.396757677,,,,,,
1315,170,1.6,0.2,0.046538363,9.402582629,-0.396757677,,,,,,
1316,170,1.6,0.3,0.046538363,9.402582629,-0.396757677,,,,,,
1317,170,1.6,0.4,0.046538363,9.402582629,-0.396757677,,,,,,
1318,170,1.6,0.5,0.046538363,9.402582629,-0.396757677,,,,,,
1319,170,1.6,0.6,0.046538363,9.402582629,-0.396757677,,,,,,
1320,170,1.6,0.7,0.046538363,9.402582629,-0.396757677,,,,,,
1321,170,1.6,0.8,0.046538363,9.402582629,-0.396757677,,,,,,
1322,170,1.6,0.9,0.046538363,9.402582629,-0.396757677,,,,,,
2241,220,1.9,0.1,0.020941947,10.37243343,-0.397255874,,,,,,
2242,220,1.9,0.2,0.020941947,10.37243343,-0.397255874,,,,,,
2243,220,1.9,0.3,0.020941947,10.37243343,-0.397255874,,,,,,
2244,220,1.9,0.4,0.020941947,10.37243343,-0.397255874,,,,,,
2245,220,1.9,0.5,0.020941947,10.37243343,-0.397255874,,,,,,
2246,220,1.9,0.6,0.020941947,10.37243343,-0.397255874,,,,,,
2247,220,1.9,0.7,0.020941947,10.37243343,-0.397255874,,,,,,
2248,220,1.9,0.8,0.020941947,10.37243343,-0.397255874,,,,,,
2249,220,1.9,0.9,0.020941947,10.37243343,-0.397255874,,,,,,
3348,280,2.2,0.1,0.111542269,9.41274153,-0.398524104,,,,,,
3349,280,2.2,0.2,0.111542269,9.41274153,-0.398524104,,,,,,
3350,280,2.2,0.3,0.111542269,9.41274153,-0.398524104,,,,,,
3351,280,2.2,0.4,0.111542269,9.41274153,-0.398524104,,,,,,
3352,280,2.2,0.5,0.111542269,9.41274153,-0.398524104,,,,,,
3353,280,2.2,0.6,0.111542269,9.41274153,-0.398524104,,,,,,
3354,280,2.2,0.7,0.111542269,9.41274153,-0.398524104,,,,,,
3355,280,2.2,0.8,0.111542269,9.41274153,-0.398524104,,,,,,
3356,280,2.2,0.9,0.111542269,9.41274153,-0.398524104,,,,,,
3564,290,2.6,0.1,0.196209753,8.754504581,-0.398863903,,,,,,
3565,290,2.6,0.2,0.196209753,8.754504581,-0.398863903,,,,,,
3566,290,2.6,0.3,0.196209753,8.754504581,-0.398863903,,,,,,
3567,290,2.6,0.4,0.196209753,8.754504581,-0.398863903,,,,,,
3568,290,2.6,0.5,0.196209753,8.754504581,-0.398863903,,,,,,
3569,290,2.6,0.6,0.196209753,8.754504581,-0.398863903,,,,,,
3570,290,2.6,0.7,0.196209753,8.754504581,-0.398863903,,,,,,
3571,290,2.6,0.8,0.196209753,8.754504581,-0.398863903,,,,,,
3572,290,2.6,0.9,0.196209753,8.754504581,-0.398863903,,,,,,
1935,200,2.5,0.1,0.222560596,8.749081525,-0.398901227,,,,,,
1936,200,2.5,0.2,0.222560596,8.749081525,-0.398901227,,,,,,
1937,200,2.5,0.3,0.222560596,8.749081525,-0.398901227,,,,,,
1938,200,2.5,0.4,0.222560596,8.749081525,-0.398901227,,,,,,
1939,200,2.5,0.5,0.222560596,8.749081525,-0.398901227,,,,,,
1940,200,2.5,0.6,0.222560596,8.749081525,-0.398901227,,,,,,
1941,200,2.5,0.7,0.222560596,8.749081525,-0.398901227,,,,,,
1942,200,2.5,0.8,0.222560596,8.749081525,-0.398901227,,,,,,
1943,200,2.5,0.9,0.222560596,8.749081525,-0.398901227,,,,,,
1890,200,2,0.1,0.219110511,8.776938858,-0.398997917,,,,,,
1891,200,2,0.2,0.219110511,8.776938858,-0.398997917,,,,,,
1892,200,2,0.3,0.219110511,8.776938858,-0.398997917,,,,,,
1893,200,2,0.4,0.219110511,8.776938858,-0.398997917,,,,,,
1894,200,2,0.5,0.219110511,8.776938858,-0.398997917,,,,,,
1895,200,2,0.6,0.219110511,8.776938858,-0.398997917,,,,,,
1896,200,2,0.7,0.219110511,8.776938858,-0.398997917,,,,,,
1897,200,2,0.8,0.219110511,8.776938858,-0.398997917,,,,,,
1898,200,2,0.9,0.219110511,8.776938858,-0.398997917,,,,,,
2790,250,2,0.1,0.001311758,10.39044761,-0.400477289,,,,,,
2791,250,2,0.2,0.001311758,10.39044761,-0.400477289,,,,,,
2792,250,2,0.3,0.001311758,10.39044761,-0.400477289,,,,,,
2793,250,2,0.4,0.001311758,10.39044761,-0.400477289,,,,,,
2794,250,2,0.5,0.001311758,10.39044761,-0.400477289,,,,,,
2795,250,2,0.6,0.001311758,10.39044761,-0.400477289,,,,,,
2796,250,2,0.7,0.001311758,10.39044761,-0.400477289,,,,,,
2797,250,2,0.8,0.001311758,10.39044761,-0.400477289,,,,,,
2798,250,2,0.9,0.001311758,10.39044761,-0.400477289,,,,,,
2808,250,2.2,0.1,0.088861029,9.457045904,-0.400854251,,,,,,
2809,250,2.2,0.2,0.088861029,9.457045904,-0.400854251,,,,,,
2810,250,2.2,0.3,0.088861029,9.457045904,-0.400854251,,,,,,
2811,250,2.2,0.4,0.088861029,9.457045904,-0.400854251,,,,,,
2812,250,2.2,0.5,0.088861029,9.457045904,-0.400854251,,,,,,
2813,250,2.2,0.6,0.088861029,9.457045904,-0.400854251,,,,,,
2814,250,2.2,0.7,0.088861029,9.457045904,-0.400854251,,,,,,
2815,250,2.2,0.8,0.088861029,9.457045904,-0.400854251,,,,,,
2816,250,2.2,0.9,0.088861029,9.457045904,-0.400854251,,,,,,
4626,350,2.4,0.1,0.174491505,8.78805602,-0.40098169,,,,,,
4627,350,2.4,0.2,0.174491505,8.78805602,-0.40098169,,,,,,
4628,350,2.4,0.3,0.174491505,8.78805602,-0.40098169,,,,,,
4629,350,2.4,0.4,0.174491505,8.78805602,-0.40098169,,,,,,
4630,350,2.4,0.5,0.174491505,8.78805602,-0.40098169,,,,,,
4631,350,2.4,0.6,0.174491505,8.78805602,-0.40098169,,,,,,
4632,350,2.4,0.7,0.174491505,8.78805602,-0.40098169,,,,,,
4633,350,2.4,0.8,0.174491505,8.78805602,-0.40098169,,,,,,
4634,350,2.4,0.9,0.174491505,8.78805602,-0.40098169,,,,,,
3150,270,2,0.1,0.002654945,10.16633372,-0.40286331,,,,,,
3151,270,2,0.2,0.002654945,10.16633372,-0.40286331,,,,,,
3152,270,2,0.3,0.002654945,10.16633372,-0.40286331,,,,,,
3153,270,2,0.4,0.002654945,10.16633372,-0.40286331,,,,,,
3154,270,2,0.5,0.002654945,10.16633372,-0.40286331,,,,,,
3155,270,2,0.6,0.002654945,10.16633372,-0.40286331,,,,,,
3156,270,2,0.7,0.002654945,10.16633372,-0.40286331,,,,,,
3157,270,2,0.8,0.002654945,10.16633372,-0.40286331,,,,,,
3158,270,2,0.9,0.002654945,10.16633372,-0.40286331,,,,,,
3744,300,2.6,0.1,0.189179832,8.755988321,-0.403306477,,,,,,
3745,300,2.6,0.2,0.189179832,8.755988321,-0.403306477,,,,,,
3746,300,2.6,0.3,0.189179832,8.755988321,-0.403306477,,,,,,
3747,300,2.6,0.4,0.189179832,8.755988321,-0.403306477,,,,,,
3748,300,2.6,0.5,0.189179832,8.755988321,-0.403306477,,,,,,
3749,300,2.6,0.6,0.189179832,8.755988321,-0.403306477,,,,,,
3750,300,2.6,0.7,0.189179832,8.755988321,-0.403306477,,,,,,
3751,300,2.6,0.8,0.189179832,8.755988321,-0.403306477,,,,,,
3752,300,2.6,0.9,0.189179832,8.755988321,-0.403306477,,,,,,
4437,340,2.3,0.1,0.183162096,8.788722925,-0.404396357,,,,,,
4438,340,2.3,0.2,0.183162096,8.788722925,-0.404396357,,,,,,
4439,340,2.3,0.3,0.183162096,8.788722925,-0.404396357,,,,,,
4440,340,2.3,0.4,0.183162096,8.788722925,-0.404396357,,,,,,
4441,340,2.3,0.5,0.183162096,8.788722925,-0.404396357,,,,,,
4442,340,2.3,0.6,0.183162096,8.788722925,-0.404396357,,,,,,
4443,340,2.3,0.7,0.183162096,8.788722925,-0.404396357,,,,,,
4444,340,2.3,0.8,0.183162096,8.788722925,-0.404396357,,,,,,
4445,340,2.3,0.9,0.183162096,8.788722925,-0.404396357,,,,,,
2961,260,1.9,0.1,-0.041699425,10.67122724,-0.405628683,,,,,,
2962,260,1.9,0.2,-0.041699425,10.67122724,-0.405628683,,,,,,
2963,260,1.9,0.3,-0.041699425,10.67122724,-0.405628683,,,,,,
2964,260,1.9,0.4,-0.041699425,10.67122724,-0.405628683,,,,,,
2965,260,1.9,0.5,-0.041699425,10.67122724,-0.405628683,,,,,,
2966,260,1.9,0.6,-0.041699425,10.67122724,-0.405628683,,,,,,
2967,260,1.9,0.7,-0.041699425,10.67122724,-0.405628683,,,,,,
2968,260,1.9,0.8,-0.041699425,10.67122724,-0.405628683,,,,,,
2969,260,1.9,0.9,-0.041699425,10.67122724,-0.405628683,,,,,,
3708,300,2.2,0.1,0.100795909,9.409296901,-0.405715292,,,,,,
3709,300,2.2,0.2,0.100795909,9.409296901,-0.405715292,,,,,,
3710,300,2.2,0.3,0.100795909,9.409296901,-0.405715292,,,,,,
3711,300,2.2,0.4,0.100795909,9.409296901,-0.405715292,,,,,,
3712,300,2.2,0.5,0.100795909,9.409296901,-0.405715292,,,,,,
3713,300,2.2,0.6,0.100795909,9.409296901,-0.405715292,,,,,,
3714,300,2.2,0.7,0.100795909,9.409296901,-0.405715292,,,,,,
3715,300,2.2,0.8,0.100795909,9.409296901,-0.405715292,,,,,,
3716,300,2.2,0.9,0.100795909,9.409296901,-0.405715292,,,,,,
4770,360,2,0.1,0.02360429,10.0743339,-0.408028493,,,,,,
4771,360,2,0.2,0.02360429,10.0743339,-0.408028493,,,,,,
4772,360,2,0.3,0.02360429,10.0743339,-0.408028493,,,,,,
4773,360,2,0.4,0.02360429,10.0743339,-0.408028493,,,,,,
4774,360,2,0.5,0.02360429,10.0743339,-0.408028493,,,,,,
4775,360,2,0.6,0.02360429,10.0743339,-0.408028493,,,,,,
4776,360,2,0.7,0.02360429,10.0743339,-0.408028493,,,,,,
4777,360,2,0.8,0.02360429,10.0743339,-0.408028493,,,,,,
4778,360,2,0.9,0.02360429,10.0743339,-0.408028493,,,,,,
468,120,2.2,0.1,0.31712759,6.896384092,-0.409236017,,,,,,
469,120,2.2,0.2,0.31712759,6.896384092,-0.409236017,,,,,,
470,120,2.2,0.3,0.31712759,6.896384092,-0.409236017,,,,,,
471,120,2.2,0.4,0.31712759,6.896384092,-0.409236017,,,,,,
472,120,2.2,0.5,0.31712759,6.896384092,-0.409236017,,,,,,
473,120,2.2,0.6,0.31712759,6.896384092,-0.409236017,,,,,,
474,120,2.2,0.7,0.31712759,6.896384092,-0.409236017,,,,,,
475,120,2.2,0.8,0.31712759,6.896384092,-0.409236017,,,,,,
476,120,2.2,0.9,0.31712759,6.896384092,-0.409236017,,,,,,
1881,200,1.9,0.1,0.128812635,8.932512048,-0.409304088,,,,,,
1882,200,1.9,0.2,0.128812635,8.932512048,-0.409304088,,,,,,
1883,200,1.9,0.3,0.128812635,8.932512048,-0.409304088,,,,,,
1884,200,1.9,0.4,0.128812635,8.932512048,-0.409304088,,,,,,
1885,200,1.9,0.5,0.128812635,8.932512048,-0.409304088,,,,,,
1886,200,1.9,0.6,0.128812635,8.932512048,-0.409304088,,,,,,
1887,200,1.9,0.7,0.128812635,8.932512048,-0.409304088,,,,,,
1888,200,1.9,0.8,0.128812635,8.932512048,-0.409304088,,,,,,
1889,200,1.9,0.9,0.128812635,8.932512048,-0.409304088,,,,,,
3699,300,2.1,0.1,0.016716013,10.15997665,-0.410051046,,,,,,
3700,300,2.1,0.2,0.016716013,10.15997665,-0.410051046,,,,,,
3701,300,2.1,0.3,0.016716013,10.15997665,-0.410051046,,,,,,
3702,300,2.1,0.4,0.016716013,10.15997665,-0.410051046,,,,,,
3703,300,2.1,0.5,0.016716013,10.15997665,-0.410051046,,,,,,
3704,300,2.1,0.6,0.016716013,10.15997665,-0.410051046,,,,,,
3705,300,2.1,0.7,0.016716013,10.15997665,-0.410051046,,,,,,
3706,300,2.1,0.8,0.016716013,10.15997665,-0.410051046,,,,,,
3707,300,2.1,0.9,0.016716013,10.15997665,-0.410051046,,,,,,
936,150,1.4,0.1,0.104951408,9.59348426,-0.410110566,,,,,,
937,150,1.4,0.2,0.104951408,9.59348426,-0.410110566,,,,,,
938,150,1.4,0.3,0.104951408,9.59348426,-0.410110566,,,,,,
939,150,1.4,0.4,0.104951408,9.59348426,-0.410110566,,,,,,
940,150,1.4,0.5,0.104951408,9.59348426,-0.410110566,,,,,,
941,150,1.4,0.6,0.104951408,9.59348426,-0.410110566,,,,,,
942,150,1.4,0.7,0.104951408,9.59348426,-0.410110566,,,,,,
943,150,1.4,0.8,0.104951408,9.59348426,-0.410110566,,,,,,
944,150,1.4,0.9,0.104951408,9.59348426,-0.410110566,,,,,,
657,130,2.3,0.1,0.327263084,7.606905071,-0.410318232,,,,,,
658,130,2.3,0.2,0.327263084,7.606905071,-0.410318232,,,,,,
659,130,2.3,0.3,0.327263084,7.606905071,-0.410318232,,,,,,
660,130,2.3,0.4,0.327263084,7.606905071,-0.410318232,,,,,,
661,130,2.3,0.5,0.327263084,7.606905071,-0.410318232,,,,,,
662,130,2.3,0.6,0.327263084,7.606905071,-0.410318232,,,,,,
663,130,2.3,0.7,0.327263084,7.606905071,-0.410318232,,,,,,
664,130,2.3,0.8,0.327263084,7.606905071,-0.410318232,,,,,,
665,130,2.3,0.9,0.327263084,7.606905071,-0.410318232,,,,,,
4833,360,2.7,0.1,0.234451052,8.708604128,-0.410347479,,,,,,
4834,360,2.7,0.2,0.234451052,8.708604128,-0.410347479,,,,,,
4835,360,2.7,0.3,0.234451052,8.708604128,-0.410347479,,,,,,
4836,360,2.7,0.4,0.234451052,8.708604128,-0.410347479,,,,,,
4837,360,2.7,0.5,0.234451052,8.708604128,-0.410347479,,,,,,
4838,360,2.7,0.6,0.234451052,8.708604128,-0.410347479,,,,,,
4839,360,2.7,0.7,0.234451052,8.708604128,-0.410347479,,,,,,
4840,360,2.7,0.8,0.234451052,8.708604128,-0.410347479,,,,,,
4841,360,2.7,0.9,0.234451052,8.708604128,-0.410347479,,,,,,
3924,310,2.6,0.1,0.179107694,8.757671129,-0.410662021,,,,,,
3925,310,2.6,0.2,0.179107694,8.757671129,-0.410662021,,,,,,
3926,310,2.6,0.3,0.179107694,8.757671129,-0.410662021,,,,,,
3927,310,2.6,0.4,0.179107694,8.757671129,-0.410662021,,,,,,
3928,310,2.6,0.5,0.179107694,8.757671129,-0.410662021,,,,,,
3929,310,2.6,0.6,0.179107694,8.757671129,-0.410662021,,,,,,
3930,310,2.6,0.7,0.179107694,8.757671129,-0.410662021,,,,,,
3931,310,2.6,0.8,0.179107694,8.757671129,-0.410662021,,,,,,
3932,310,2.6,0.9,0.179107694,8.757671129,-0.410662021,,,,,,
3996,320,1.4,0.1,0.070034659,8.147239603,-0.411507563,,,,,,
3997,320,1.4,0.2,0.070034659,8.147239603,-0.411507563,,,,,,
3998,320,1.4,0.3,0.070034659,8.147239603,-0.411507563,,,,,,
3999,320,1.4,0.4,0.070034659,8.147239603,-0.411507563,,,,,,
4000,320,1.4,0.5,0.070034659,8.147239603,-0.411507563,,,,,,
4001,320,1.4,0.6,0.070034659,8.147239603,-0.411507563,,,,,,
4002,320,1.4,0.7,0.070034659,8.147239603,-0.411507563,,,,,,
4003,320,1.4,0.8,0.070034659,8.147239603,-0.411507563,,,,,,
4004,320,1.4,0.9,0.070034659,8.147239603,-0.411507563,,,,,,
4257,330,2.3,0.1,0.155678071,8.788269314,-0.411879646,,,,,,
4258,330,2.3,0.2,0.155678071,8.788269314,-0.411879646,,,,,,
4259,330,2.3,0.3,0.155678071,8.788269314,-0.411879646,,,,,,
4260,330,2.3,0.4,0.155678071,8.788269314,-0.411879646,,,,,,
4261,330,2.3,0.5,0.155678071,8.788269314,-0.411879646,,,,,,
4262,330,2.3,0.6,0.155678071,8.788269314,-0.411879646,,,,,,
4263,330,2.3,0.7,0.155678071,8.788269314,-0.411879646,,,,,,
4264,330,2.3,0.8,0.155678071,8.788269314,-0.411879646,,,,,,
4265,330,2.3,0.9,0.155678071,8.788269314,-0.411879646,,,,,,
4050,320,2,0.1,-0.020693889,10.38696792,-0.412418276,,,,,,
4051,320,2,0.2,-0.020693889,10.38696792,-0.412418276,,,,,,
4052,320,2,0.3,-0.020693889,10.38696792,-0.412418276,,,,,,
4053,320,2,0.4,-0.020693889,10.38696792,-0.412418276,,,,,,
4054,320,2,0.5,-0.020693889,10.38696792,-0.412418276,,,,,,
4055,320,2,0.6,-0.020693889,10.38696792,-0.412418276,,,,,,
4056,320,2,0.7,-0.020693889,10.38696792,-0.412418276,,,,,,
4057,320,2,0.8,-0.020693889,10.38696792,-0.412418276,,,,,,
4058,320,2,0.9,-0.020693889,10.38696792,-0.412418276,,,,,,
3213,270,2.7,0.1,0.068982221,9.414695735,-0.412906624,,,,,,
3214,270,2.7,0.2,0.068982221,9.414695735,-0.412906624,,,,,,
3215,270,2.7,0.3,0.068982221,9.414695735,-0.412906624,,,,,,
3216,270,2.7,0.4,0.068982221,9.414695735,-0.412906624,,,,,,
3217,270,2.7,0.5,0.068982221,9.414695735,-0.412906624,,,,,,
3218,270,2.7,0.6,0.068982221,9.414695735,-0.412906624,,,,,,
3219,270,2.7,0.7,0.068982221,9.414695735,-0.412906624,,,,,,
3220,270,2.7,0.8,0.068982221,9.414695735,-0.412906624,,,,,,
3221,270,2.7,0.9,0.068982221,9.414695735,-0.412906624,,,,,,
1710,190,2,0.1,0.154891743,8.776047224,-0.412979693,,,,,,
1711,190,2,0.2,0.154891743,8.776047224,-0.412979693,,,,,,
1712,190,2,0.3,0.154891743,8.776047224,-0.412979693,,,,,,
1713,190,2,0.4,0.154891743,8.776047224,-0.412979693,,,,,,
1714,190,2,0.5,0.154891743,8.776047224,-0.412979693,,,,,,
1715,190,2,0.6,0.154891743,8.776047224,-0.412979693,,,,,,
1716,190,2,0.7,0.154891743,8.776047224,-0.412979693,,,,,,
1717,190,2,0.8,0.154891743,8.776047224,-0.412979693,,,,,,
1718,190,2,0.9,0.154891743,8.776047224,-0.412979693,,,,,,
4572,350,1.8,0.1,-0.060464204,10.53560583,-0.413341136,,,,,,
4573,350,1.8,0.2,-0.060464204,10.53560583,-0.413341136,,,,,,
4574,350,1.8,0.3,-0.060464204,10.53560583,-0.413341136,,,,,,
4575,350,1.8,0.4,-0.060464204,10.53560583,-0.413341136,,,,,,
4576,350,1.8,0.5,-0.060464204,10.53560583,-0.413341136,,,,,,
4577,350,1.8,0.6,-0.060464204,10.53560583,-0.413341136,,,,,,
4578,350,1.8,0.7,-0.060464204,10.53560583,-0.413341136,,,,,,
4579,350,1.8,0.8,-0.060464204,10.53560583,-0.413341136,,,,,,
4580,350,1.8,0.9,-0.060464204,10.53560583,-0.413341136,,,,,,
4752,360,1.8,0.1,-0.094487168,10.90499711,-0.414204835,,,,,,
4753,360,1.8,0.2,-0.094487168,10.90499711,-0.414204835,,,,,,
4754,360,1.8,0.3,-0.094487168,10.90499711,-0.414204835,,,,,,
4755,360,1.8,0.4,-0.094487168,10.90499711,-0.414204835,,,,,,
4756,360,1.8,0.5,-0.094487168,10.90499711,-0.414204835,,,,,,
4757,360,1.8,0.6,-0.094487168,10.90499711,-0.414204835,,,,,,
4758,360,1.8,0.7,-0.094487168,10.90499711,-0.414204835,,,,,,
4759,360,1.8,0.8,-0.094487168,10.90499711,-0.414204835,,,,,,
4760,360,1.8,0.9,-0.094487168,10.90499711,-0.414204835,,,,,,
594,130,1.6,0.1,-0.020147672,9.635807109,-0.414785919,,,,,,
595,130,1.6,0.2,-0.020147672,9.635807109,-0.414785919,,,,,,
596,130,1.6,0.3,-0.020147672,9.635807109,-0.414785919,,,,,,
597,130,1.6,0.4,-0.020147672,9.635807109,-0.414785919,,,,,,
598,130,1.6,0.5,-0.020147672,9.635807109,-0.414785919,,,,,,
599,130,1.6,0.6,-0.020147672,9.635807109,-0.414785919,,,,,,
600,130,1.6,0.7,-0.020147672,9.635807109,-0.414785919,,,,,,
601,130,1.6,0.8,-0.020147672,9.635807109,-0.414785919,,,,,,
602,130,1.6,0.9,-0.020147672,9.635807109,-0.414785919,,,,,,
2835,250,2.5,0.1,0.070772525,9.433573106,-0.415331318,,,,,,
2836,250,2.5,0.2,0.070772525,9.433573106,-0.415331318,,,,,,
2837,250,2.5,0.3,0.070772525,9.433573106,-0.415331318,,,,,,
2838,250,2.5,0.4,0.070772525,9.433573106,-0.415331318,,,,,,
2839,250,2.5,0.5,0.070772525,9.433573106,-0.415331318,,,,,,
2840,250,2.5,0.6,0.070772525,9.433573106,-0.415331318,,,,,,
2841,250,2.5,0.7,0.070772525,9.433573106,-0.415331318,,,,,,
2842,250,2.5,0.8,0.070772525,9.433573106,-0.415331318,,,,,,
2843,250,2.5,0.9,0.070772525,9.433573106,-0.415331318,,,,,,
306,110,2.4,0.1,0.648676598,3.591212084,-0.415353728,,,,,,
307,110,2.4,0.2,0.648676598,3.591212084,-0.415353728,,,,,,
308,110,2.4,0.3,0.648676598,3.591212084,-0.415353728,,,,,,
309,110,2.4,0.4,0.648676598,3.591212084,-0.415353728,,,,,,
310,110,2.4,0.5,0.648676598,3.591212084,-0.415353728,,,,,,
311,110,2.4,0.6,0.648676598,3.591212084,-0.415353728,,,,,,
312,110,2.4,0.7,0.648676598,3.591212084,-0.415353728,,,,,,
313,110,2.4,0.8,0.648676598,3.591212084,-0.415353728,,,,,,
314,110,2.4,0.9,0.648676598,3.591212084,-0.415353728,,,,,,
459,120,2.1,0.1,0.249037445,7.035084084,-0.415692246,,,,,,
460,120,2.1,0.2,0.249037445,7.035084084,-0.415692246,,,,,,
461,120,2.1,0.3,0.249037445,7.035084084,-0.415692246,,,,,,
462,120,2.1,0.4,0.249037445,7.035084084,-0.415692246,,,,,,
463,120,2.1,0.5,0.249037445,7.035084084,-0.415692246,,,,,,
464,120,2.1,0.6,0.249037445,7.035084084,-0.415692246,,,,,,
465,120,2.1,0.7,0.249037445,7.035084084,-0.415692246,,,,,,
466,120,2.1,0.8,0.249037445,7.035084084,-0.415692246,,,,,,
467,120,2.1,0.9,0.249037445,7.035084084,-0.415692246,,,,,,
3168,270,2.2,0.1,0.076154459,9.430557638,-0.415894314,,,,,,
3169,270,2.2,0.2,0.076154459,9.430557638,-0.415894314,,,,,,
3170,270,2.2,0.3,0.076154459,9.430557638,-0.415894314,,,,,,
3171,270,2.2,0.4,0.076154459,9.430557638,-0.415894314,,,,,,
3172,270,2.2,0.5,0.076154459,9.430557638,-0.415894314,,,,,,
3173,270,2.2,0.6,0.076154459,9.430557638,-0.415894314,,,,,,
3174,270,2.2,0.7,0.076154459,9.430557638,-0.415894314,,,,,,
3175,270,2.2,0.8,0.076154459,9.430557638,-0.415894314,,,,,,
3176,270,2.2,0.9,0.076154459,9.430557638,-0.415894314,,,,,,
4824,360,2.6,0.1,0.219674665,8.708604128,-0.416218311,,,,,,
4825,360,2.6,0.2,0.219674665,8.708604128,-0.416218311,,,,,,
4826,360,2.6,0.3,0.219674665,8.708604128,-0.416218311,,,,,,
4827,360,2.6,0.4,0.219674665,8.708604128,-0.416218311,,,,,,
4828,360,2.6,0.5,0.219674665,8.708604128,-0.416218311,,,,,,
4829,360,2.6,0.6,0.219674665,8.708604128,-0.416218311,,,,,,
4830,360,2.6,0.7,0.219674665,8.708604128,-0.416218311,,,,,,
4831,360,2.6,0.8,0.219674665,8.708604128,-0.416218311,,,,,,
4832,360,2.6,0.9,0.219674665,8.708604128,-0.416218311,,,,,,
2952,260,1.8,0.1,-0.121445808,11.35140487,-0.416617078,,,,,,
2953,260,1.8,0.2,-0.121445808,11.35140487,-0.416617078,,,,,,
2954,260,1.8,0.3,-0.121445808,11.35140487,-0.416617078,,,,,,
2955,260,1.8,0.4,-0.121445808,11.35140487,-0.416617078,,,,,,
2956,260,1.8,0.5,-0.121445808,11.35140487,-0.416617078,,,,,,
2957,260,1.8,0.6,-0.121445808,11.35140487,-0.416617078,,,,,,
2958,260,1.8,0.7,-0.121445808,11.35140487,-0.416617078,,,,,,
2959,260,1.8,0.8,-0.121445808,11.35140487,-0.416617078,,,,,,
2960,260,1.8,0.9,-0.121445808,11.35140487,-0.416617078,,,,,,
495,120,2.5,0.1,0.609709887,4.846508154,-0.417383355,,,,,,
496,120,2.5,0.2,0.609709887,4.846508154,-0.417383355,,,,,,
497,120,2.5,0.3,0.609709887,4.846508154,-0.417383355,,,,,,
498,120,2.5,0.4,0.609709887,4.846508154,-0.417383355,,,,,,
499,120,2.5,0.5,0.609709887,4.846508154,-0.417383355,,,,,,
500,120,2.5,0.6,0.609709887,4.846508154,-0.417383355,,,,,,
501,120,2.5,0.7,0.609709887,4.846508154,-0.417383355,,,,,,
502,120,2.5,0.8,0.609709887,4.846508154,-0.417383355,,,,,,
503,120,2.5,0.9,0.609709887,4.846508154,-0.417383355,,,,,,
1575,180,2.5,0.1,0.19182782,8.746171087,-0.417682993,,,,,,
1576,180,2.5,0.2,0.19182782,8.746171087,-0.417682993,,,,,,
1577,180,2.5,0.3,0.19182782,8.746171087,-0.417682993,,,,,,
1578,180,2.5,0.4,0.19182782,8.746171087,-0.417682993,,,,,,
1579,180,2.5,0.5,0.19182782,8.746171087,-0.417682993,,,,,,
1580,180,2.5,0.6,0.19182782,8.746171087,-0.417682993,,,,,,
1581,180,2.5,0.7,0.19182782,8.746171087,-0.417682993,,,,,,
1582,180,2.5,0.8,0.19182782,8.746171087,-0.417682993,,,,,,
1583,180,2.5,0.9,0.19182782,8.746171087,-0.417682993,,,,,,
3519,290,2.1,0.1,-0.000795386,10.16047586,-0.418307218,,,,,,
3520,290,2.1,0.2,-0.000795386,10.16047586,-0.418307218,,,,,,
3521,290,2.1,0.3,-0.000795386,10.16047586,-0.418307218,,,,,,
3522,290,2.1,0.4,-0.000795386,10.16047586,-0.418307218,,,,,,
3523,290,2.1,0.5,-0.000795386,10.16047586,-0.418307218,,,,,,
3524,290,2.1,0.6,-0.000795386,10.16047586,-0.418307218,,,,,,
3525,290,2.1,0.7,-0.000795386,10.16047586,-0.418307218,,,,,,
3526,290,2.1,0.8,-0.000795386,10.16047586,-0.418307218,,,,,,
3527,290,2.1,0.9,-0.000795386,10.16047586,-0.418307218,,,,,,
4077,320,2.3,0.1,0.146196255,8.78705339,-0.418317564,,,,,,
4078,320,2.3,0.2,0.146196255,8.78705339,-0.418317564,,,,,,
4079,320,2.3,0.3,0.146196255,8.78705339,-0.418317564,,,,,,
4080,320,2.3,0.4,0.146196255,8.78705339,-0.418317564,,,,,,
4081,320,2.3,0.5,0.146196255,8.78705339,-0.418317564,,,,,,
4082,320,2.3,0.6,0.146196255,8.78705339,-0.418317564,,,,,,
4083,320,2.3,0.7,0.146196255,8.78705339,-0.418317564,,,,,,
4084,320,2.3,0.8,0.146196255,8.78705339,-0.418317564,,,,,,
4085,320,2.3,0.9,0.146196255,8.78705339,-0.418317564,,,,,,
4689,360,1.1,0.1,0.412152531,4.343487786,-0.41920041,,,,,,
4690,360,1.1,0.2,0.412152531,4.343487786,-0.41920041,,,,,,
