<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.12	12:00:00	1.07976	1.08002	1.07848	1.07961	3848	2844028209	51
2017.05.12	13:00:00	1.07959	1.07963	1.07823	1.07832	3663	3070390884	51
2017.05.12	14:00:00	1.07832	1.07899	1.07773	1.07776	3329	2656272922	51
2017.05.12	15:00:00	1.07776	1.07999	1.07773	1.07993	8676	6340932300	51
2017.05.12	16:00:00	1.07991	1.08017	1.07905	1.07921	8586	7321325291	51
2017.05.12	17:00:00	1.07922	1.07965	1.07852	1.07906	7704	5998834707	51
2017.05.12	18:00:00	1.07911	1.07933	1.07799	1.07801	5175	4527374915	51
2017.05.12	19:00:00	1.07801	1.07831	1.07749	1.07781	2658	2104170569	51
2017.05.12	20:00:00	1.07781	1.07847	1.07773	1.07803	2601	2660630055	51
2017.05.12	21:00:00	1.07803	1.07844	1.07764	1.07775	2229	1998174113	51
2017.05.12	22:00:00	1.07775	1.07784	1.07688	1.07731	1898	1366124331	51
2017.05.12	23:00:00	1.07731	1.07766	1.07507	1.07507	2179	1283057607	47
2017.05.15	00:00:00	1.07640	1.07784	1.07620	1.07741	1826	1742700000	82
2017.05.15	01:00:00	1.07752	1.07776	1.07485	1.07522	4665	3313350000	51
2017.05.15	02:00:00	1.07535	1.07663	1.07519	1.07660	3217	1634600000	51
2017.05.15	03:00:00	1.07660	1.07662	1.07515	1.07545	4045	2782373778	51
2017.05.15	04:00:00	1.07547	1.07641	1.07530	1.07633	5071	3283273409	51
2017.05.15	05:00:00	1.07635	1.07635	1.07518	1.07556	4596	2801850000	51
2017.05.15	06:00:00	1.07557	1.07601	1.07529	1.07567	2408	1815118318	51
2017.05.15	07:00:00	1.07567	1.07632	1.07561	1.07615	2081	1872550000	51
2017.05.15	08:00:00	1.07615	1.07643	1.07547	1.07566	2737	1879100000	51
2017.05.15	09:00:00	1.07568	1.07751	1.07558	1.07721	5913	4642091472	51
2017.05.15	10:00:00	1.07719	1.07784	1.07667	1.07777	4598	3708279816	51
2017.05.15	11:00:00	1.07777	1.07782	1.07631	1.07743	3929	2618593945	51
2017.05.15	12:00:00	1.07743	1.07820	1.07610	1.07637	5290	3909186898	51
2017.05.15	13:00:00	1.07634	1.07700	1.07613	1.07613	4654	3420023200	51
2017.05.15	14:00:00	1.07613	1.07712	1.07598	1.07697	3467	4509999828	51
2017.05.15	15:00:00	1.07697	1.07718	1.07572	1.07649	5607	4882324212	51
2017.05.15	16:00:00	1.07648	1.07727	1.07628	1.07671	5613	4117150260	51
2017.05.15	17:00:00	1.07671	1.07717	1.07647	1.07711	5951	4103057618	51
2017.05.15	18:00:00	1.07712	1.07807	1.07700	1.07795	4596	3597025908	51
2017.05.15	19:00:00	1.07795	1.07816	1.07758	1.07805	3103	2311213147	51
2017.05.15	20:00:00	1.07805	1.07827	1.07785	1.07803	2410	1876431689	51
2017.05.15	21:00:00	1.07803	1.07812	1.07755	1.07797	2458	1815870164	51
2017.05.15	22:00:00	1.07794	1.07846	1.07774	1.07780	2430	1607615688	51
2017.05.15	23:00:00	1.07779	1.07785	1.07664	1.07677	1903	1300917079	51
2017.05.16	00:00:00	1.07662	1.07792	1.07594	1.07691	1773	550900000	51
2017.05.16	01:00:00	1.07689	1.07700	1.07648	1.07673	1431	1148965484	53
2017.05.16	02:00:00	1.07673	1.07705	1.07658	1.07670	2483	1135100000	51
2017.05.16	03:00:00	1.07670	1.07738	1.07584	1.07687	3916	2801712504	51
2017.05.16	04:00:00	1.07688	1.07691	1.07492	1.07518	4394	2862214806	51
2017.05.16	05:00:00	1.07518	1.07543	1.07428	1.07513	4362	3171914772	51
2017.05.16	06:00:00	1.07513	1.07575	1.07511	1.07543	3062	1804267894	51
2017.05.16	07:00:00	1.07546	1.07650	1.07533	1.07637	3299	2056441451	51
2017.05.16	08:00:00	1.07637	1.07706	1.07611	1.07677	4423	3013432562	51
2017.05.16	09:00:00	1.07677	1.07710	1.07609	1.07612	4693	3414079966	51
2017.05.16	10:00:00	1.07610	1.07768	1.07568	1.07745	4908	3603063326	51
2017.05.16	11:00:00	1.07748	1.07785	1.07695	1.07742	4969	3874451940	51
2017.05.16	12:00:00	1.07742	1.07772	1.07675	1.07747	4989	3757093619	51
2017.05.16	13:00:00	1.07748	1.07767	1.07684	1.07743	4201	3044818244	51
2017.05.16	14:00:00	1.07743	1.07824	1.07686	1.07824	5089	2920304303	51
2017.05.16	15:00:00	1.07819	1.07859	1.07697	1.07779	5937	4105840810	51
2017.05.16	16:00:00	1.07780	1.07921	1.07764	1.07879	7259	4757410248	51
2017.05.16	17:00:00	1.07878	1.07963	1.07764	1.07802	8016	5084483641	51
2017.05.16	18:00:00	1.07801	1.07961	1.07794	1.07942	5930	5217219730	51
2017.05.16	19:00:00	1.07940	1.07967	1.07876	1.07964	3469	3082405360	51
2017.05.16	20:00:00	1.07964	1.07974	1.07888	1.07891	2921	2668231850	51
2017.05.16	21:00:00	1.07890	1.07898	1.07774	1.07785	3129	2632606536	51
2017.05.16	22:00:00	1.07778	1.07892	1.07773	1.07885	3112	2160903656	51
2017.05.16	23:00:00	1.07886	1.07901	1.07816	1.07854	1891	1588681715	51
2017.05.17	00:00:00	1.07834	1.07859	1.07775	1.07815	1895	1623500000	60
2017.05.17	01:00:00	1.07811	1.07854	1.07749	1.07776	2923	2346595162	54
2017.05.17	02:00:00	1.07774	1.07808	1.07660	1.07690	4596	2304000000	51
2017.05.17	03:00:00	1.07692	1.07715	1.07565	1.07671	5432	4241075156	51
2017.05.17	04:00:00	1.07669	1.07715	1.07580	1.07632	3620	3122355382	52
2017.05.17	05:00:00	1.07632	1.07688	1.07594	1.07595	3594	2549568535	51
2017.05.17	06:00:00	1.07596	1.07624	1.07481	1.07502	4373	3243107847	51
2017.05.17	07:00:00	1.07502	1.07577	1.07481	1.07549	3692	2757002993	51
2017.05.17	08:00:00	1.07550	1.07565	1.07331	1.07387	4932	3220655626	51
2017.05.17	09:00:00	1.07386	1.07471	1.07350	1.07386	6123	4008395950	51
2017.05.17	10:00:00	1.07382	1.07410	1.07255	1.07363	7028	5167975254	51
2017.05.17	11:00:00	1.07362	1.07481	1.07328	1.07375	5590	4105297995	51
2017.05.17	12:00:00	1.07373	1.07455	1.07367	1.07411	4685	2976208002	51
2017.05.17	13:00:00	1.07413	1.07499	1.07405	1.07480	4170	2869661113	51
2017.05.17	14:00:00	1.07480	1.07490	1.07394	1.07458	3835	3242027207	51
2017.05.17	15:00:00	1.07457	1.07485	1.07369	1.07401	6207	4747539190	51
2017.05.17	16:00:00	1.07402	1.07478	1.07324	1.07386	9095	6117197396	51
2017.05.17	17:00:00	1.07384	1.07394	1.07094	1.07115	10687	7978723087	51
2017.05.17	18:00:00	1.07115	1.07262	1.07080	1.07197	6770	5646300446	51
2017.05.17	19:00:00	1.07199	1.07210	1.07068	1.07087	4063	3463651572	51
2017.05.17	20:00:00	1.07087	1.07129	1.07019	1.07099	4317	3411168049	51
2017.05.17	21:00:00	1.07099	1.07108	1.06960	1.06974	4309	3843561756	51
2017.05.17	22:00:00	1.06971	1.07075	1.06945	1.06964	4354	3528597744	51
2017.05.17	23:00:00	1.06964	1.07056	1.06957	1.07005	3265	2154253341	51
2017.05.18	00:00:00	1.07014	1.07083	1.06901	1.07072	2791	1310100000	57
2017.05.18	01:00:00	1.07065	1.07086	1.06984	1.07062	3277	2195950000	51
2017.05.18	02:00:00	1.07062	1.07135	1.07016	1.07057	4213	2738584257	51
2017.05.18	03:00:00	1.07059	1.07061	1.06927	1.07023	4695	3461205362	51
2017.05.18	04:00:00	1.07021	1.07520	1.06899	1.07452	9714	6241781717	51
2017.05.18	05:00:00	1.07450	1.07598	1.07398	1.07598	5374	3749803580	51
2017.05.18	06:00:00	1.07597	1.07704	1.07553	1.07620	4509	2906124808	51
2017.05.18	07:00:00	1.07622	1.07685	1.07578	1.07660	4401	2934449046	51
2017.05.18	08:00:00	1.07660	1.07672	1.07490	1.07553	4201	3255252162	51
2017.05.18	09:00:00	1.07553	1.07658	1.07472	1.07488	5644	4292712931	51
2017.05.18	10:00:00	1.07487	1.07562	1.07343	1.07386	6666	4465975907	51
2017.05.18	11:00:00	1.07386	1.07408	1.07260	1.07336	6635	4420714450	51
2017.05.18	12:00:00	1.07336	1.07344	1.07168	1.07225	9778	6884557814	51
2017.05.18	13:00:00	1.07224	1.07280	1.07082	1.07164	6614	4542424419	51
2017.05.18	14:00:00	1.07164	1.07409	1.07147	1.07346	7779	6076322254	51
2017.05.18	15:00:00	1.07346	1.07411	1.07205	1.07376	8645	6119209603	51
2017.05.18	16:00:00	1.07375	1.07398	1.07267	1.07326	9111	7511511475	51
2017.05.18	17:00:00	1.07326	1.07451	1.07314	1.07393	9421	6611243501	51
2017.05.18	18:00:00	1.07393	1.07525	1.07382	1.07419	6738	5631497182	51
2017.05.18	19:00:00	1.07421	1.07508	1.07386	1.07469	5274	4453855558	51
2017.05.18	20:00:00	1.07472	1.07628	1.07431	1.07605	5992	5220999954	51
2017.05.18	21:00:00	1.07605	1.07625	1.07536	1.07577	6789	5570284389	51
2017.05.18	22:00:00	1.07565	1.07604	1.07522	1.07533	4509	3052827447	51
2017.05.18	23:00:00	1.07534	1.07560	1.07479	1.07479	2227	1856650000	51
2017.05.19	00:00:00	1.07479	1.07510	1.07406	1.07482	1123	614600000	51
2017.05.19	01:00:00	1.07482	1.07523	1.07453	1.07506	1790	1548600000	51
2017.05.19	02:00:00	1.07507	1.07625	1.07479	1.07619	2818	1734152355	51
2017.05.19	03:00:00	1.07619	1.07649	1.07526	1.07551	4006	3036300000	51
2017.05.19	04:00:00	1.07550	1.07663	1.07476	1.07652	4924	3230663421	51
2017.05.19	05:00:00	1.07652	1.07820	1.07646	1.07816	3293	2738411046	51
2017.05.19	06:00:00	1.07816	1.07850	1.07775	1.07811	3557	2530445812	51
2017.05.19	07:00:00	1.07811	1.07820	1.07726	1.07785	3383	2916798073	51
2017.05.19	08:00:00	1.07785	1.07821	1.07705	1.07734	2915	1854998831	51
2017.05.19	09:00:00	1.07737	1.07879	1.07730	1.07844	5157	3947271369	51
2017.05.19	10:00:00	1.07844	1.07964	1.07796	1.07884	4909	3609937551	51
2017.05.19	11:00:00	1.07884	1.08184	1.07838	1.08068	6664	4665289904	51
2017.05.19	12:00:00	1.08066	1.08075	1.07945	1.07950	4806	4075110161	51
2017.05.19	13:00:00	1.07946	1.07968	1.07858	1.07919	4635	3021336690	51
2017.05.19	14:00:00	1.07919	1.07963	1.07852	1.07956	5411	3839328136	51
2017.05.19	15:00:00	1.07957	1.08008	1.07903	1.07978	6127	4072083227	51
2017.05.19	16:00:00	1.07977	1.08016	1.07739	1.07821	8529	6834136149	51
2017.05.19	17:00:00	1.07820	1.07874	1.07687	1.07715	7464	6166288328	51
2017.05.19	18:00:00	1.07714	1.07808	1.07672	1.07726	4964	3527732223	51
2017.05.19	19:00:00	1.07725	1.07805	1.07716	1.07722	3116	2329341527	51
2017.05.19	20:00:00	1.07722	1.07764	1.07619	1.07631	3694	2197141261	51
2017.05.19	21:00:00	1.07631	1.07639	1.07449	1.07452	3692	2637915558	51
2017.05.19	22:00:00	1.07452	1.07568	1.07445	1.07495	4370	3379372469	51
2017.05.19	23:00:00	1.07495	1.07655	1.07480	1.07584	2140	1265359021	34
2017.05.22	00:00:00	1.07426	1.07625	1.07241	1.07555	1161	1072900000	61
2017.05.22	01:00:00	1.07560	1.07615	1.07427	1.07477	2126	1507450000	51
2017.05.22	02:00:00	1.07475	1.07479	1.07400	1.07459	2225	1203700000	51
2017.05.22	03:00:00	1.07459	1.07522	1.07428	1.07434	4013	2286078730	51
2017.05.22	04:00:00	1.07434	1.07479	1.07331	1.07340	4306	2609395223	51
2017.05.22	05:00:00	1.07339	1.07408	1.07299	1.07356	3289	2351285661	52
2017.05.22	06:00:00	1.07356	1.07360	1.07249	1.07250	2572	1930244687	53
2017.05.22	07:00:00	1.07250	1.07260	1.07204	1.07226	2862	2008889216	51
2017.05.22	08:00:00	1.07228	1.07301	1.07219	1.07283	3527	2437756701	53
2017.05.22	09:00:00	1.07283	1.07353	1.07229	1.07342	4343	3244496208	51
2017.05.22	10:00:00	1.07342	1.07353	1.07180	1.07209	6288	4914629468	51
2017.05.22	11:00:00	1.07209	1.07264	1.07191	1.07245	4010	3539557515	51
2017.05.22	12:00:00	1.07246	1.07250	1.07123	1.07160	4145	3268347014	51
2017.05.22	13:00:00	1.07161	1.07219	1.07081	1.07154	5352	4168784746	51
2017.05.22	14:00:00	1.07154	1.07188	1.07063	1.07070	4502	3885471117	51
2017.05.22	15:00:00	1.07065	1.07176	1.07064	1.07132	4746	3677808202	51
2017.05.22	16:00:00	1.07133	1.07153	1.07063	1.07084	6007	4193241449	51
