<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.15	1.07873	1.08080	1.07417	1.07654	63850	0	0
2021.03.16	1.07709	1.07769	1.07471	1.07723	61397	0	0
2021.03.17	1.07737	1.07803	1.07475	1.07639	61422	0	0
2021.03.18	1.07604	1.08398	1.07587	1.08224	85947	0	0
2021.03.19	1.08236	1.08305	1.07899	1.07989	72324	0	0
2021.03.22	1.07899	1.08186	1.07813	1.08101	60136	0	7
2021.03.23	1.08103	1.09368	1.08071	1.08889	68367	0	0
2021.03.24	1.08903	1.09303	1.08725	1.08885	63139	0	0
2021.03.25	1.08896	1.09074	1.08796	1.09042	55137	0	1
2021.03.26	1.09050	1.09289	1.08906	1.09116	54974	0	0
2021.03.29	1.09220	1.09457	1.08896	1.09012	56516	0	0
2021.03.30	1.09027	1.09112	1.08675	1.08767	55683	0	0
2021.03.31	1.08767	1.09011	1.08629	1.08736	53598	0	0
2021.04.01	1.08712	1.08827	1.08358	1.08475	55359	0	0
2021.04.02	1.08475	1.08563	1.08032	1.08119	21779	0	0
2021.04.05	1.08265	1.08436	1.08155	1.08329	36202	0	0
2021.04.06	1.08392	1.08748	1.08253	1.08555	49191	0	9
2021.04.07	1.08550	1.08652	1.08353	1.08501	52152	0	7
2021.04.08	1.08501	1.08642	1.08291	1.08412	47905	0	4
2021.04.09	1.08413	1.08474	1.08182	1.08319	48082	0	6
2021.04.12	1.08233	1.08449	1.08132	1.08416	46646	0	10
2021.04.13	1.08423	1.08536	1.08149	1.08321	48604	0	1
2021.04.14	1.08293	1.08406	1.07955	1.08142	53691	0	0
2021.04.15	1.08106	1.08240	1.07915	1.08094	48107	0	0
2021.04.16	1.08071	1.08412	1.07962	1.08225	43213	0	0
2021.04.19	1.08400	1.08400	1.07965	1.07996	48624	0	2
2021.04.20	1.07949	1.08224	1.07492	1.07683	52470	0	0
2021.04.21	1.07655	1.07795	1.07398	1.07489	48709	0	0
2021.04.22	1.07429	1.07907	1.07429	1.07539	53971	0	2
2021.04.23	1.07520	1.07831	1.07454	1.07474	41050	0	9
2021.04.26	1.07624	1.08011	1.07533	1.07761	47079	0	0
2021.04.27	1.07761	1.07927	1.07646	1.07695	42104	0	3
2021.04.28	1.07722	1.07879	1.07149	1.07253	53514	0	0
2021.04.29	1.07292	1.07419	1.07158	1.07199	51108	0	0
2021.04.30	1.07131	1.07731	1.07091	1.07669	53244	0	0
2021.05.03	1.07612	1.07886	1.07498	1.07763	47314	0	0
2021.05.04	1.07779	1.08208	1.07631	1.07821	61907	0	0
2021.05.05	1.07814	1.07902	1.07324	1.07348	50804	0	0
2021.05.06	1.07315	1.07659	1.07171	1.07556	54883	0	0
2021.05.07	1.07535	1.07897	1.07405	1.07711	52371	0	0
2021.05.10	1.07725	1.08128	1.07637	1.07770	49934	0	8
2021.05.11	1.07734	1.07946	1.07681	1.07818	61811	0	2
2021.05.12	1.07742	1.08044	1.07689	1.07901	65278	0	0
2021.05.13	1.07908	1.08040	1.07479	1.07527	66832	0	0
2021.05.14	1.07547	1.07705	1.07200	1.07261	46469	0	9
2021.05.17	1.07305	1.07784	1.07187	1.07633	57763	0	0
2021.05.18	1.07661	1.07759	1.07373	1.07588	52740	0	10
2021.05.19	1.07467	1.07906	1.07444	1.07713	75507	0	0
2021.05.20	1.07712	1.07991	1.07639	1.07889	58174	0	0
2021.05.21	1.07900	1.08069	1.07715	1.07730	56817	0	12
2021.05.24	1.07723	1.07894	1.07364	1.07406	46541	0	12
2021.05.25	1.07444	1.07502	1.07134	1.07211	50410	0	11
2021.05.26	1.07120	1.07317	1.06142	1.06289	52104	0	0
2021.05.27	1.06289	1.06388	1.05995	1.06184	50695	0	6
2021.05.28	1.06189	1.06558	1.06077	1.06358	53011	0	0
2021.05.31	1.06293	1.06594	1.06187	1.06207	35644	0	8
2021.06.01	1.06249	1.07013	1.06187	1.06826	46876	0	10
2021.06.02	1.06812	1.07171	1.06709	1.07110	45322	0	1
2021.06.03	1.07074	1.07328	1.06960	1.07180	48373	0	0
2021.06.04	1.07113	1.07566	1.07046	1.07238	45690	0	6
2021.06.07	1.07238	1.07475	1.07177	1.07226	39912	0	0
2021.06.08	1.07245	1.07584	1.07175	1.07494	38972	0	11
2021.06.09	1.07476	1.07772	1.07430	1.07663	36444	0	0
2021.06.10	1.07608	1.07803	1.07578	1.07719	43502	0	7
2021.06.11	1.07732	1.08111	1.07689	1.08028	40710	0	0
2021.06.14	1.07933	1.08075	1.07813	1.07925	36102	0	11
2021.06.15	1.07889	1.08024	1.07698	1.07905	42031	0	0
2021.06.16	1.07901	1.08032	1.07672	1.07888	53819	0	0
2021.06.17	1.07880	1.08024	1.07432	1.07744	68521	0	0
2021.06.18	1.07758	1.08116	1.07664	1.07819	66615	0	0
2021.06.21	1.07906	1.07990	1.07651	1.07837	61563	0	0
2021.06.22	1.07774	1.07883	1.07436	1.07491	52484	0	2
2021.06.23	1.07508	1.07768	1.07402	1.07455	46924	0	0
2021.06.24	1.07446	1.07625	1.07252	1.07346	47769	0	11
2021.06.25	1.07331	1.07470	1.07232	1.07337	44936	0	0
2021.06.28	1.07273	1.07498	1.07194	1.07456	37920	0	2
2021.06.29	1.07487	1.07651	1.07283	1.07410	44194	0	0
2021.06.30	1.07420	1.07597	1.07247	1.07291	48187	0	2
2021.07.01	1.07207	1.07378	1.07009	1.07126	44003	0	9
2021.07.02	1.07124	1.07267	1.06963	1.06999	46363	0	0
2021.07.05	1.07003	1.07284	1.06951	1.07039	38592	0	0
2021.07.06	1.07052	1.07243	1.06623	1.06867	54355	0	1
2021.07.07	1.06816	1.06919	1.06609	1.06609	50975	0	0
2021.07.08	1.06581	1.07059	1.06581	1.06802	67284	0	0
2021.07.09	1.06806	1.07152	1.06806	1.06990	51758	0	2
2021.07.12	1.06887	1.07233	1.06839	1.07050	46407	0	3
2021.07.13	1.07041	1.07386	1.06949	1.07139	49142	0	0
2021.07.14	1.07139	1.07206	1.06173	1.06295	58443	0	0
2021.07.15	1.06324	1.06592	1.06223	1.06275	56609	0	0
2021.07.16	1.06299	1.06381	1.05557	1.05687	50229	0	0
2021.07.19	1.05639	1.05876	1.05516	1.05729	70588	0	4
2021.07.20	1.05733	1.06135	1.05636	1.05940	57508	0	0
2021.07.21	1.05943	1.06021	1.05446	1.05529	49252	0	0
2021.07.22	1.05535	1.05986	1.05426	1.05805	52056	0	2
2021.07.23	1.05837	1.06102	1.05443	1.05527	43193	0	0
2021.07.26	1.05599	1.05613	1.05391	1.05409	45582	0	3
2021.07.27	1.05431	1.05974	1.05403	1.05726	52489	0	0
2021.07.28	1.05726	1.06084	1.05669	1.05945	60586	0	0
2021.07.29	1.05927	1.06031	1.05446	1.05478	43403	0	2
2021.07.30	1.05401	1.05577	1.05175	1.05224	49765	0	0
2021.08.02	1.05252	1.05637	1.05189	1.05549	47330	0	1
2021.08.03	1.05548	1.05654	1.05250	1.05355	51913	0	0
2021.08.04	1.05357	1.05375	1.04669	1.04729	48402	0	0
2021.08.05	1.04725	1.04945	1.04719	1.04889	41233	0	7
2021.08.06	1.04873	1.05037	1.04718	1.04900	39351	0	6
2021.08.09	1.04863	1.05017	1.04705	1.04813	40876	0	3
2021.08.10	1.04821	1.05105	1.04762	1.04786	34610	0	2
2021.08.11	1.04843	1.04863	1.04553	1.04676	36109	0	0
2021.08.12	1.04607	1.04872	1.04548	1.04717	32746	0	4
2021.08.13	1.04715	1.04885	1.04610	1.04668	27682	0	0
2021.08.16	1.04609	1.04675	1.04228	1.04479	35116	0	1
2021.08.17	1.04455	1.05401	1.04184	1.04772	55555	0	0
2021.08.18	1.04789	1.05399	1.04498	1.05087	54246	0	0
2021.08.19	1.05098	1.05368	1.04584	1.04667	63637	0	0
2021.08.20	1.04569	1.04827	1.04100	1.04347	44690	0	0
2021.08.23	1.04355	1.04710	1.04181	1.04572	40743	0	0
2021.08.24	1.04562	1.04707	1.04085	1.04351	36949	0	0
2021.08.25	1.04320	1.04587	1.04217	1.04323	44693	0	2
2021.08.26	1.04321	1.04425	1.04087	1.04087	42632	0	0
2021.08.27	1.04088	1.04424	1.04083	1.04239	44731	0	0
2021.08.30	1.04377	1.04388	1.04088	1.04198	32013	0	6
2021.08.31	1.04201	1.04251	1.03475	1.03759	50912	0	0
2021.09.01	1.03769	1.04342	1.03699	1.04156	43288	0	5
2021.09.02	1.04179	1.04347	1.03973	1.04019	42948	0	0
2021.09.03	1.04027	1.04443	1.03968	1.04122	45077	0	3
2021.09.06	1.04055	1.04283	1.03987	1.04247	47407	0	0
2021.09.07	1.04247	1.04522	1.03802	1.03988	49760	0	7
2021.09.08	1.03957	1.04095	1.03703	1.03713	56187	0	0
2021.09.09	1.03674	1.03797	1.03537	1.03603	58161	0	0
2021.09.10	1.03647	1.03812	1.03308	1.03373	51333	0	1
2021.09.13	1.03299	1.03659	1.03291	1.03504	52210	0	0
2021.09.14	1.03483	1.03608	1.02955	1.03106	57803	0	0
2021.09.15	1.03092	1.03258	1.03067	1.03132	48134	0	6
2021.09.16	1.03124	1.03159	1.02787	1.03061	57621	0	3
2021.09.17	1.03121	1.03465	1.03019	1.03231	57836	0	1
2021.09.20	1.03200	1.03348	1.02885	1.03110	66524	0	0
2021.09.21	1.03185	1.03585	1.03051	1.03194	63331	0	4
2021.09.22	1.03197	1.03498	1.03080	1.03319	64009	0	0
2021.09.23	1.03238	1.03530	1.02998	1.03166	63819	0	0
2021.09.24	1.03159	1.03559	1.03137	1.03503	59827	0	4
2021.09.27	1.03437	1.03920	1.03119	1.03804	61574	0	7
2021.09.28	1.03821	1.04307	1.03754	1.03959	78952	0	3
2021.09.29	1.03977	1.04653	1.03975	1.04438	75034	0	0
2021.09.30	1.04453	1.04854	1.04372	1.04699	78886	0	0
2021.10.01	1.04647	1.04908	1.04493	1.04589	82734	0	1
2021.10.04	1.04613	1.04851	1.04376	1.04578	76620	0	0
2021.10.05	1.04625	1.04764	1.04332	1.04670	63542	0	9
2021.10.06	1.04655	1.05206	1.04408	1.05134	75329	0	0
2021.10.07	1.05120	1.05520	1.05089	1.05520	64012	0	6
2021.10.08	1.05428	1.05539	1.05252	1.05391	66468	0	3
2021.10.11	1.05557	1.05927	1.05339	1.05857	63809	0	4
2021.10.12	1.05856	1.06111	1.05785	1.05991	64080	0	7
2021.10.13	1.05956	1.06090	1.05641	1.05893	62684	0	0
2021.10.14	1.05893	1.05969	1.05326	1.05373	53607	0	1
2021.10.15	1.05369	1.05470	1.04819	1.04858	58874	0	3
2021.10.18	1.04864	1.04898	1.04524	1.04551	60748	0	4
2021.10.19	1.04539	1.04680	1.04236	1.04405	60727	0	0
2021.10.20	1.04416	1.04566	1.04235	1.04354	58799	0	10
2021.10.21	1.04332	1.04641	1.04208	1.04306	61986	0	8
2021.10.22	1.04310	1.04951	1.04157	1.04253	67107	0	6
2021.10.25	1.04299	1.04911	1.04299	1.04494	57617	0	10
2021.10.26	1.04503	1.04844	1.04469	1.04672	56233	0	0
2021.10.27	1.04662	1.05173	1.04629	1.04795	65454	0	0
2021.10.28	1.04794	1.04874	1.04547	1.04729	67775	0	4
2021.10.29	1.04715	1.05271	1.04637	1.04836	70709	0	7
2021.11.01	1.04823	1.04962	1.04485	1.04620	55798	0	0
2021.11.02	1.04526	1.04837	1.04046	1.04437	63198	0	5
2021.11.03	1.04420	1.04542	1.03897	1.03927	65809	0	0
2021.11.04	1.03992	1.04229	1.03899	1.04142	64889	0	0
2021.11.05	1.04135	1.04330	1.03809	1.03832	62836	0	0
2021.11.08	1.03991	1.04091	1.03344	1.03519	55591	0	0
2021.11.09	1.03494	1.03797	1.03294	1.03457	64820	0	0
2021.11.10	1.03458	1.03908	1.03419	1.03734	71785	0	0
2021.11.11	1.03736	1.04009	1.03554	1.03836	63171	0	0
2021.11.12	1.03797	1.04103	1.03734	1.04049	50352	0	3
2021.11.15	1.04031	1.04364	1.03916	1.04214	52154	0	0
2021.11.16	1.04218	1.04560	1.04198	1.04435	59052	0	3
2021.11.17	1.04395	1.04462	1.03751	1.03773	61126	0	0
2021.11.18	1.03783	1.03835	1.03239	1.03239	60835	0	0
2021.11.19	1.03272	1.03609	1.03222	1.03329	64101	0	2
2021.11.22	1.03328	1.04006	1.03259	1.03809	69247	0	0
2021.11.23	1.03814	1.04303	1.03757	1.03939	76684	0	0
2021.11.24	1.03923	1.04832	1.03797	1.04610	71227	0	0
2021.11.25	1.04621	1.05013	1.04521	1.04769	42217	0	0
2021.11.26	1.04807	1.04887	1.04278	1.04359	87543	0	0
2021.11.29	1.04347	1.04964	1.04238	1.04628	76105	0	0
2021.11.30	1.04630	1.04826	1.04222	1.04432	104306	0	0
2021.12.01	1.04420	1.04565	1.04221	1.04291	92005	0	0
2021.12.02	1.04288	1.04374	1.03955	1.03960	88052	0	0
2021.12.03	1.04016	1.04197	1.03641	1.03696	70642	0	0
2021.12.06	1.03619	1.04505	1.03594	1.04346	61487	0	6
2021.12.07	1.04327	1.05012	1.04308	1.04771	60399	0	3
2021.12.08	1.04831	1.05354	1.04811	1.05273	60463	0	0
2021.12.09	1.05297	1.05362	1.05104	1.05140	52145	0	1
2021.12.10	1.05146	1.05631	1.05022	1.05453	46106	0	3
2021.12.13	1.05319	1.05649	1.05204	1.05531	56432	0	0
2021.12.14	1.05559	1.05618	1.05235	1.05285	65460	0	0
2021.12.15	1.05263	1.05965	1.05207	1.05642	68356	0	0
2021.12.16	1.05621	1.05960	1.05483	1.05597	77679	0	0
2021.12.17	1.05574	1.05902	1.05528	1.05692	69975	0	4
2021.12.20	1.05660	1.06008	1.05565	1.05869	72825	0	5
2021.12.21	1.05809	1.05960	1.05487	1.05620	62687	0	7
2021.12.22	1.05604	1.05939	1.05539	1.05860	56693	0	6
2021.12.23	1.05847	1.06270	1.05649	1.06088	50674	0	0
2021.12.24	1.06059	1.06270	1.05613	1.05643	76276	0	0
2021.12.27	1.05599	1.06328	1.05599	1.06184	37588	0	10
2021.12.28	1.06109	1.06425	1.06084	1.06160	38791	0	8
2021.12.29	1.06195	1.06427	1.06040	1.06099	50068	0	0
2021.12.30	1.06116	1.06427	1.05995	1.06130	44755	0	0
2021.12.31	1.06047	1.06315	1.05993	1.06159	42025	0	5
2022.01.03	1.05956	1.06257	1.05767	1.05898	55539	0	3
2022.01.04	1.05859	1.06383	1.05826	1.06316	51543	0	0
2022.01.05	1.06321	1.06495	1.06142	1.06216	60861	0	3
2022.01.06	1.06186	1.06305	1.05970	1.06122	70635	0	0
2022.01.07	1.06075	1.06322	1.05828	1.05929	58033	0	4
2022.01.10	1.05911	1.06316	1.05799	1.06044	61843	0	0
2022.01.11	1.06019	1.06298	1.05971	1.06212	61002	0	3
2022.01.12	1.06205	1.06480	1.06162	1.06301	58392	0	4
2022.01.13	1.06321	1.06381	1.05984	1.06127	63084	0	5
2022.01.14	1.06054	1.06152	1.05839	1.05839	67746	0	7
2022.01.17	1.05987	1.06135	1.05805	1.06067	49778	0	0
2022.01.18	1.06005	1.06234	1.05946	1.06065	80602	0	0
2022.01.19	1.06120	1.06388	1.05840	1.06242	77995	0	6
2022.01.20	1.06265	1.07032	1.06147	1.06869	72585	0	0
2022.01.21	1.06888	1.07131	1.06756	1.06884	83800	0	1
2022.01.24	1.06776	1.07019	1.06339	1.06583	100934	0	0
2022.01.25	1.06583	1.07109	1.06534	1.06927	101961	0	0
2022.01.26	1.06809	1.07265	1.06795	1.06904	90883	0	0
2022.01.27	1.06903	1.07199	1.06783	1.06803	109613	0	0
2022.01.28	1.06803	1.07053	1.06457	1.06833	100199	0	0
2022.01.31	1.06751	1.07517	1.06505	1.07400	74133	0	0
2022.02.01	1.07407	1.07563	1.06987	1.07340	80680	0	0
2022.02.02	1.07335	1.07645	1.07313	1.07547	60843	0	0
2022.02.03	1.07495	1.07703	1.07059	1.07180	83082	0	0
2022.02.04	1.07122	1.07167	1.06759	1.06926	73798	0	0
2022.02.07	1.06969	1.07436	1.06824	1.07400	64632	0	0
2022.02.08	1.07345	1.07535	1.07158	1.07425	66168	0	6
2022.02.09	1.07428	1.07660	1.07296	1.07357	63821	0	7
2022.02.10	1.07413	1.07691	1.07203	1.07326	86693	0	0
2022.02.11	1.07325	1.07495	1.07105	1.07219	100139	0	0
2022.02.14	1.07203	1.07804	1.07203	1.07665	96555	0	0
2022.02.15	1.07692	1.07893	1.07310	1.07642	76559	0	0
2022.02.16	1.07659	1.07956	1.07540	1.07673	72743	0	5
2022.02.17	1.07637	1.07734	1.07272	1.07367	89195	0	0
2022.02.18	1.07361	1.07450	1.07036	1.07067	83310	0	6
2022.02.21	1.07102	1.07417	1.07065	1.07267	70983	0	0
2022.02.22	1.07246	1.07386	1.06989	1.07182	94110	0	0
2022.02.23	1.07189	1.07323	1.06679	1.06751	78140	0	0
2022.02.24	1.06772	1.07269	1.06649	1.06968	137194	0	0
2022.02.25	1.06967	1.07351	1.06766	1.07148	99104	0	0
2022.02.28	1.07251	1.07481	1.07068	1.07188	104216	0	2
2022.03.01	1.07188	1.07500	1.07143	1.07290	91950	0	0
2022.03.02	1.07289	1.07550	1.07181	1.07479	92147	0	0
2022.03.03	1.07472	1.07948	1.07391	1.07738	73449	0	0
2022.03.04	1.07730	1.07913	1.07319	1.07348	92238	0	0
2022.03.07	1.07605	1.07665	1.07088	1.07117	117690	0	0
2022.03.08	1.07153	1.07319	1.06477	1.06715	111053	0	0
2022.03.09	1.06705	1.07169	1.06665	1.07019	82424	0	0
2022.03.10	1.06996	1.07291	1.06915	1.07169	80338	0	0
2022.03.11	1.07009	1.07294	1.06844	1.07079	76303	0	4
2022.03.14	1.07057	1.07178	1.06502	1.06532	76753	0	0
2022.03.15	1.06521	1.06732	1.06231	1.06237	74633	0	0
2022.03.16	1.06194	1.06650	1.06174	1.06557	76617	0	0
2022.03.17	1.06550	1.07218	1.06509	1.07148	66188	0	0
2022.03.18	1.07124	1.07412	1.07027	1.07284	59843	0	0
2022.03.21	1.07297	1.07502	1.07052	1.07430	59688	0	0
2022.03.22	1.07386	1.07536	1.06930	1.07175	61018	0	0
2022.03.23	1.07167	1.07630	1.07055	1.07477	59373	0	0
2022.03.24	1.07470	1.08049	1.07369	1.07861	61701	0	0
2022.03.25	1.07833	1.08079	1.07740	1.07918	56980	0	0
2022.03.28	1.07919	1.08737	1.07677	1.08533	66625	0	0
2022.03.29	1.08559	1.08848	1.08159	1.08233	69856	0	0
2022.03.30	1.08194	1.08342	1.07543	1.07568	64833	0	0
2022.03.31	1.07565	1.08128	1.07507	1.07814	67249	0	0
2022.04.01	1.07819	1.08595	1.07817	1.08183	55437	0	0
2022.04.04	1.08082	1.08609	1.07949	1.08502	50027	0	3
2022.04.05	1.08480	1.09240	1.08353	1.09000	62295	0	0
2022.04.06	1.09000	1.09218	1.08482	1.08483	66948	0	0
2022.04.07	1.08506	1.08649	1.08201	1.08471	59658	0	0
2022.04.08	1.08478	1.09021	1.08401	1.08874	55527	0	1
2022.04.11	1.08750	1.09054	1.08574	1.08596	57465	0	0
2022.04.12	1.08598	1.08876	1.08495	1.08758	67513	0	0
2022.04.13	1.08757	1.09742	1.08274	1.09623	68469	0	0
2022.04.14	1.09615	1.09713	1.08863	1.09241	64454	0	0
2022.04.15	1.09205	1.09372	1.08457	1.09275	61136	0	0
2022.04.18	1.09089	1.09502	1.09089	1.09143	46957	0	0
2022.04.19	1.09076	1.09653	1.09033	1.09392	61071	0	0
2022.04.20	1.09399	1.09752	1.09349	1.09369	60493	0	0
2022.04.21	1.09368	1.09974	1.09368	1.09369	65598	0	0
2022.04.22	1.09413	1.09677	1.09003	1.09003	73559	0	0
2022.04.25	1.09355	1.09355	1.08188	1.08385	87468	0	0
2022.04.26	1.08382	1.08824	1.08382	1.08503	74481	0	0
2022.04.27	1.08509	1.09159	1.08445	1.08851	82980	0	0
2022.04.28	1.08850	1.09622	1.08781	1.09227	85959	0	0
2022.04.29	1.09407	1.09772	1.09244	1.09323	72881	0	0
2022.05.02	1.09364	1.09756	1.09208	1.09513	78083	0	0
2022.05.03	1.09514	1.10644	1.09403	1.10209	77015	0	0
2022.05.04	1.10209	1.11086	1.10141	1.10856	74720	0	0
2022.05.05	1.10829	1.10928	1.10391	1.10575	94191	0	0
2022.05.06	1.10643	1.10796	1.10169	1.10377	97020	0	0
2022.05.09	1.10089	1.10521	1.09799	1.09821	96569	0	0
2022.05.10	1.09852	1.10391	1.09769	1.10267	102555	0	0
2022.05.11	1.10267	1.10615	1.10124	1.10124	96993	0	0
2022.05.12	1.10098	1.10525	1.09816	1.09958	108711	0	0
2022.05.13	1.09955	1.10578	1.09884	1.10277	70621	0	0
2022.05.16	1.10189	1.10657	1.10138	1.10408	74781	0	21
2022.05.17	1.10413	1.10794	1.10112	1.10436	108368	0	21
2022.05.18	1.10357	1.10631	1.10205	1.10444	98521	0	21
2022.05.19	1.10376	1.10690	1.09892	1.10426	129812	0	21
2022.05.20	1.10424	1.10426	1.09821	1.09903	103568	0	21
2022.05.23	1.10092	1.10109	1.09694	1.09809	69597	0	0
2022.05.24	1.09801	1.10083	1.09768	1.09935	68155	0	0
2022.05.25	1.09999	1.10241	1.09209	1.09419	74644	0	0
2022.05.26	1.09398	1.09673	1.09334	1.09497	60493	0	0
2022.05.27	1.09501	1.09655	1.09330	1.09465	54576	0	1
2022.05.30	1.09407	1.09844	1.09316	1.09677	41097	0	0
2022.05.31	1.09678	1.10354	1.09663	1.10075	63975	0	0
2022.06.01	1.10119	1.10791	1.10105	1.10595	63943	0	0
2022.06.02	1.10674	1.10784	1.10523	1.10740	51429	0	3
2022.06.03	1.10697	1.10953	1.10607	1.10686	51785	0	0
2022.06.06	1.10707	1.10908	1.10555	1.10728	44379	0	0
2022.06.07	1.10713	1.11613	1.10673	1.11368	63834	0	0
2022.06.08	1.11359	1.11627	1.11279	1.11551	63396	0	0
2022.06.09	1.11462	1.11571	1.11087	1.11127	65817	0	0
2022.06.10	1.11124	1.11218	1.10748	1.10790	69139	0	0
2022.06.13	1.10823	1.10978	1.10537	1.10542	80117	0	0
2022.06.14	1.10578	1.10962	1.10317	1.10497	87922	0	0
2022.06.15	1.10465	1.11491	1.10435	1.11335	90225	0	0
2022.06.16	1.11334	1.11665	1.10347	1.10674	94566	0	0
2022.06.17	1.10667	1.10879	1.09756	1.09776	84453	0	0
2022.06.20	1.09900	1.10074	1.09701	1.09723	61233	0	0
2022.06.21	1.09710	1.10144	1.09648	1.09988	64300	0	2
2022.06.22	1.09972	1.10508	1.09955	1.10135	74808	0	0
2022.06.23	1.10135	1.10296	1.09544	1.09799	72843	0	0
2022.06.24	1.09619	1.09976	1.09517	1.09847	70907	0	0
2022.06.27	1.09852	1.10025	1.09587	1.09851	82734	0	0
2022.06.28	1.09788	1.10791	1.09763	1.10690	77119	0	0
2022.06.29	1.10689	1.10760	1.10272	1.10490	78442	0	0
2022.06.30	1.10509	1.10904	1.10444	1.10479	82731	0	0
2022.07.01	1.10419	1.10635	1.09655	1.09712	87776	0	0
2022.07.04	1.09617	1.10611	1.09610	1.10473	59873	0	0
2022.07.05	1.10494	1.10773	1.09838	1.10162	88924	0	0
2022.07.06	1.10150	1.10434	1.10052	1.10214	93218	0	0
2022.07.07	1.10191	1.10804	1.10148	1.10675	75849	0	0
2022.07.08	1.10644	1.10936	1.10536	1.10694	80407	0	0
2022.07.11	1.10296	1.10773	1.09939	1.10196	99329	0	21
2022.07.12	1.10198	1.10337	1.09927	1.10225	116881	0	21
2022.07.13	1.09581	1.10668	1.09484	1.10184	128303	0	21
2022.07.14	1.10159	1.10684	1.10005	1.10128	139220	0	21
2022.07.15	1.10070	1.10392	1.09740	1.10184	109150	0	21
2022.07.18	1.10212	1.10817	1.09917	1.10672	107963	0	21
2022.07.19	1.10672	1.10978	1.10575	1.10768	104037	0	21
2022.07.20	1.10751	1.10860	1.10351	1.10555	115796	0	21
2022.07.21	1.10457	1.11043	1.10457	1.10812	138924	0	21
2022.07.22	1.10819	1.11089	1.10588	1.10730	125534	0	21
2022.07.25	1.10240	1.11112	1.10233	1.11018	102247	0	21
2022.07.26	1.10974	1.11422	1.10974	1.11314	92757	0	21
2022.07.27	1.11053	1.11782	1.10929	1.11604	114556	0	19
2022.07.28	1.11606	1.11783	1.10954	1.11055	95607	0	21
2022.07.29	1.11054	1.11341	1.10903	1.11069	116017	0	21
2022.08.01	1.10893	1.11260	1.10732	1.10852	96239	0	21
2022.08.02	1.10832	1.10989	1.10067	1.10555	124641	0	21
2022.08.03	1.10596	1.11073	1.10495	1.10686	106454	0	21
2022.08.04	1.10707	1.10809	1.10493	1.10543	73335	0	21
2022.08.05	1.10540	1.10803	1.10286	1.10755	87816	0	21
2022.08.08	1.10530	1.11253	1.10509	1.11087	83050	0	21
2022.08.09	1.11086	1.11218	1.10692	1.10713	76485	0	21
2022.08.10	1.10393	1.11119	1.10154	1.10556	105425	0	21
2022.08.11	1.10537	1.10655	1.10331	1.10467	116054	0	21
2022.08.12	1.10467	1.10517	1.10099	1.10247	90301	0	21
2022.08.15	1.10217	1.10595	1.10142	1.10220	88557	0	21
2022.08.16	1.10302	1.10814	1.10198	1.10646	93603	0	21
2022.08.17	1.10646	1.10716	1.09887	1.10355	126741	0	21
2022.08.18	1.10319	1.10743	1.09839	1.10498	111306	0	21
2022.08.19	1.10433	1.11454	1.10433	1.11311	95149	0	21
2022.08.22	1.11089	1.11503	1.11089	1.11444	64172	0	21
2022.08.23	1.11431	1.11541	1.11216	1.11512	70813	0	21
2022.08.24	1.11466	1.11705	1.11278	1.11649	65063	0	21
2022.08.25	1.11595	1.12161	1.11509	1.11949	65618	0	21
2022.08.26	1.12067	1.12574	1.11973	1.12574	69743	0	21
2022.08.29	1.12288	1.12399	1.12054	1.12109	105221	0	21
2022.08.30	1.12063	1.12482	1.11672	1.11760	110041	0	21
2022.08.31	1.11760	1.12195	1.11692	1.11761	117013	0	21
2022.09.01	1.11735	1.12083	1.11576	1.11600	124212	0	21
2022.09.02	1.11597	1.12071	1.11319	1.11371	118842	0	21
2022.09.05	1.11429	1.11607	1.11213	1.11456	68994	0	21
2022.09.06	1.11441	1.11650	1.11262	1.11490	110930	0	21
2022.09.07	1.11471	1.11796	1.11340	1.11373	121015	0	21
2022.09.08	1.11412	1.11543	1.11136	1.11481	139996	0	21
2022.09.09	1.11481	1.12127	1.11339	1.12011	125127	0	21
2022.09.12	1.12192	1.12267	1.11810	1.12174	99529	0	21
2022.09.13	1.12172	1.12569	1.11944	1.12173	139928	0	21
2022.09.14	1.12173	1.12427	1.12042	1.12384	148235	0	21
2022.09.15	1.12372	1.12566	1.11899	1.12339	121247	0	21
2022.09.16	1.12339	1.12532	1.11985	1.12009	127144	0	21
2022.09.19	1.11986	1.12921	1.11986	1.12827	109454	0	21
2022.09.20	1.12827	1.13633	1.12754	1.13443	133421	0	21
2022.09.21	1.13285	1.13500	1.13168	1.13230	186016	0	21
2022.09.22	1.13218	1.13695	1.13166	1.13551	199628	0	21
2022.09.23	1.13562	1.13713	1.13285	1.13578	173777	0	21
2022.09.26	1.13293	1.14607	1.13227	1.14471	226163	0	21
2022.09.27	1.14470	1.14550	1.13711	1.14192	210015	0	21
2022.09.28	1.14121	1.14896	1.13760	1.13776	257315	0	21
2022.09.29	1.13775	1.14121	1.13426	1.13443	229353	0	21
2022.09.30	1.13390	1.14386	1.13219	1.14262	242536	0	21
2022.10.03	1.14245	1.14416	1.13609	1.13805	173663	0	21
2022.10.04	1.13805	1.14186	1.13061	1.13442	179622	0	21
2022.10.05	1.13377	1.13595	1.12393	1.12979	179866	0	21
2022.10.06	1.13042	1.13482	1.12441	1.13161	172066	0	21
2022.10.07	1.13120	1.13689	1.13120	1.13555	165463	0	21
