<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.04.02	1.07118	1.08079	1.07089	1.07876	52440	0	1
2014.04.03	1.07876	1.08340	1.07612	1.08039	54991	0	1
2014.04.04	1.08041	1.08329	1.07898	1.08031	52880	0	1
2014.04.07	1.08105	1.08140	1.07618	1.07654	38943	0	1
2014.04.08	1.07644	1.07980	1.07449	1.07913	51660	0	1
2014.04.09	1.07916	1.08189	1.07599	1.07655	50027	0	1
2014.04.10	1.07664	1.08565	1.07349	1.08511	43834	0	1
2014.04.11	1.08515	1.08628	1.08014	1.08050	39205	0	1
2014.04.14	1.08101	1.08743	1.07974	1.08447	33143	0	1
2014.04.15	1.08447	1.08684	1.08133	1.08179	37032	0	1
2014.04.16	1.08179	1.09109	1.08179	1.08578	44702	0	1
2014.04.17	1.08581	1.08940	1.08396	1.08785	31337	0	2
2014.04.18	1.08785	1.08893	1.08573	1.08637	16605	0	1
2014.04.21	1.08835	1.09099	1.08494	1.08770	18870	0	3
2014.04.22	1.08773	1.09110	1.08687	1.08773	30766	0	1
2014.04.23	1.08766	1.08858	1.07677	1.07710	37065	0	1
2014.04.24	1.07720	1.08284	1.07613	1.08114	31771	0	1
2014.04.25	1.08113	1.08314	1.07943	1.08019	26809	0	5
2014.04.28	1.08091	1.08722	1.08008	1.08439	33896	0	2
2014.04.29	1.08439	1.08616	1.08279	1.08377	34930	0	6
2014.04.30	1.08371	1.08556	1.07679	1.07749	39504	0	4
2014.05.01	1.07749	1.07919	1.07304	1.07338	28757	0	6
2014.05.02	1.07343	1.07638	1.06820	1.06969	45634	0	1
2014.05.05	1.07094	1.07265	1.06751	1.06849	24750	0	4
2014.05.06	1.06849	1.07372	1.06478	1.07263	41201	0	1
2014.05.07	1.07266	1.07844	1.07071	1.07736	53507	0	1
2014.05.08	1.07739	1.08706	1.07725	1.08367	55020	0	1
2014.05.09	1.08375	1.08714	1.08169	1.08639	32621	0	1
2014.05.12	1.08531	1.08744	1.08423	1.08598	28436	0	1
2014.05.13	1.08605	1.08612	1.08158	1.08288	32791	0	2
2014.05.14	1.08281	1.08776	1.08125	1.08200	31756	0	1
2014.05.15	1.08205	1.08307	1.07944	1.08190	31151	0	3
2014.05.16	1.08194	1.08514	1.08101	1.08430	33637	0	1
2014.05.19	1.08453	1.08484	1.08068	1.08079	31045	0	15
2014.05.20	1.08080	1.08176	1.07759	1.07771	39700	0	16
2014.05.21	1.07771	1.07912	1.07458	1.07814	38695	0	2
2014.05.22	1.07811	1.08074	1.07627	1.07662	33812	0	1
2014.05.23	1.07674	1.08121	1.07645	1.07868	37850	0	1
2014.05.26	1.08065	1.08271	1.07951	1.08023	35310	0	5
2014.05.27	1.08022	1.08387	1.07937	1.08092	40943	0	7
2014.05.28	1.08094	1.08852	1.08050	1.08637	44009	0	12
2014.05.29	1.08636	1.09807	1.08604	1.09555	45986	0	8
2014.05.30	1.09556	1.09762	1.09450	1.09453	41184	0	12
2014.06.02	1.09577	1.09670	1.09143	1.09339	32663	0	6
2014.06.03	1.09346	1.09937	1.09255	1.09859	35465	0	1
2014.06.04	1.09864	1.10345	1.09704	1.10167	35937	0	1
2014.06.05	1.10172	1.10261	1.09729	1.09883	37035	0	2
2014.06.06	1.09889	1.09976	1.09379	1.09743	35006	0	2
2014.06.09	1.09833	1.10224	1.09690	1.10069	24895	0	7
2014.06.10	1.10070	1.10124	1.09853	1.09886	31940	0	1
2014.06.11	1.09884	1.09999	1.08898	1.08944	37455	0	1
2014.06.12	1.08949	1.09009	1.08214	1.08454	43790	0	3
2014.06.13	1.08451	1.08732	1.08363	1.08412	33746	0	6
2014.06.16	1.08377	1.08459	1.08101	1.08312	29742	0	3
2014.06.17	1.08306	1.08347	1.07759	1.07845	29873	0	1
2014.06.18	1.07844	1.07884	1.07469	1.07650	32279	0	1
2014.06.19	1.07654	1.08113	1.07591	1.07821	35004	0	3
2014.06.20	1.07821	1.08122	1.07770	1.07924	25777	0	6
2014.06.23	1.07724	1.08174	1.07714	1.08055	26241	0	5
2014.06.24	1.08033	1.08239	1.07865	1.08019	30673	0	3
2014.06.25	1.08019	1.08056	1.07459	1.07666	30660	0	3
2014.06.26	1.07677	1.07707	1.07110	1.07214	30607	0	6
2014.06.27	1.07214	1.07574	1.07076	1.07359	26430	0	4
2014.06.30	1.07344	1.07804	1.07261	1.07604	30514	0	3
2014.07.01	1.07606	1.08227	1.07393	1.08212	36897	0	28
2014.07.02	1.08212	1.08340	1.07545	1.07588	34689	0	27
2014.07.03	1.07592	1.07637	1.06514	1.06810	38562	0	3
2014.07.04	1.06811	1.07158	1.06777	1.07057	28296	0	3
2014.07.07	1.07009	1.07341	1.06857	1.07052	29099	0	3
2014.07.08	1.07053	1.07175	1.06729	1.06950	32347	0	3
2014.07.09	1.06951	1.07076	1.06588	1.06650	33200	0	3
2014.07.10	1.06649	1.06944	1.06210	1.06494	35528	0	3
2014.07.11	1.06493	1.06719	1.06419	1.06460	41978	0	3
2014.07.14	1.06478	1.06738	1.06429	1.06673	43743	0	4
2014.07.15	1.06675	1.06930	1.06418	1.06898	57412	0	2
2014.07.16	1.06895	1.07570	1.06822	1.07432	46197	0	1
2014.07.17	1.07436	1.07989	1.07415	1.07856	48847	0	6
2014.07.18	1.07869	1.08243	1.07772	1.08002	42979	0	6
2014.07.21	1.08020	1.08093	1.07722	1.07851	36074	0	10
2014.07.22	1.07854	1.08531	1.07805	1.08344	57824	0	1
2014.07.23	1.08343	1.09672	1.08226	1.09517	66312	0	5
2014.07.24	1.09517	1.10153	1.09506	1.09896	69005	0	5
2014.07.25	1.09893	1.10137	1.09566	1.09566	60131	0	6
2014.07.28	1.09839	1.10106	1.09802	1.09992	52842	0	6
2014.07.29	1.09995	1.10474	1.09846	1.10277	66832	0	6
2014.07.30	1.10277	1.10308	1.09724	1.09887	58856	0	1
2014.07.31	1.09889	1.09896	1.09293	1.09332	49272	0	5
2014.08.01	1.09332	1.09641	1.09160	1.09425	50104	0	6
2014.08.04	1.09377	1.09634	1.09288	1.09451	25962	0	18
2014.08.05	1.09451	1.09995	1.09375	1.09907	42287	0	18
2014.08.06	1.09907	1.10525	1.09767	1.10309	45929	0	18
2014.08.07	1.10312	1.10477	1.09256	1.09454	44920	0	18
2014.08.08	1.09454	1.09665	1.09320	1.09656	40474	0	18
2014.08.11	1.09599	1.09658	1.09406	1.09525	23416	0	18
2014.08.12	1.09525	1.10087	1.09443	1.09866	32294	0	18
2014.08.13	1.09869	1.10253	1.09836	1.09961	37295	0	18
2014.08.14	1.09961	1.10016	1.09439	1.09716	33251	0	18
2014.08.15	1.09724	1.09984	1.09565	1.09823	30386	0	18
2014.08.18	1.09748	1.10120	1.09622	1.09948	24320	0	18
2014.08.19	1.09948	1.10773	1.09894	1.10369	42415	0	18
2014.08.20	1.10369	1.10985	1.10199	1.10951	55282	0	18
2014.08.21	1.10945	1.11013	1.10531	1.10674	44052	0	18
2014.08.22	1.10667	1.10925	1.10551	1.10817	44636	0	15
2014.08.25	1.11263	1.11630	1.11184	1.11449	37973	0	18
2014.08.26	1.11449	1.11859	1.11314	1.11695	47360	0	18
2014.08.27	1.11695	1.11776	1.11295	1.11437	52288	0	18
2014.08.28	1.11437	1.11769	1.11314	1.11631	53654	0	3
2014.08.29	1.11622	1.11906	1.11428	1.11577	34396	0	3
2014.09.01	1.11646	1.11744	1.11341	1.11366	37064	0	18
2014.09.02	1.11359	1.11804	1.11201	1.11483	62788	0	18
2014.09.03	1.11481	1.12360	1.11455	1.12214	63445	0	1
2014.09.04	1.12214	1.12715	1.12162	1.12510	69994	0	1
2014.09.05	1.12515	1.12953	1.12506	1.12518	65445	0	1
2014.09.08	1.12732	1.12751	1.12039	1.12074	66171	0	1
2014.09.09	1.12074	1.12264	1.11545	1.11607	81588	0	1
2014.09.10	1.11607	1.11709	1.10897	1.11660	74414	0	1
2014.09.11	1.11659	1.12263	1.11104	1.11251	49677	0	1
2014.09.12	1.11246	1.11288	1.10625	1.10883	71339	0	1
2014.09.15	1.10589	1.10788	1.10360	1.10462	53709	0	1
2014.09.16	1.10459	1.10954	1.10214	1.10890	69563	0	1
2014.09.17	1.10890	1.11017	1.10539	1.10621	76699	0	1
2014.09.18	1.10631	1.10801	1.09998	1.10059	71709	0	1
2014.09.19	1.10059	1.10294	1.09752	1.09752	73618	0	1
2014.09.22	1.09585	1.09804	1.09182	1.09346	119297	0	1
2014.09.23	1.09341	1.09902	1.09311	1.09652	54978	0	1
2014.09.24	1.09652	1.10100	1.09459	1.09941	57391	0	1
2014.09.25	1.09941	1.11054	1.09797	1.10807	91442	0	1
2014.09.26	1.10807	1.11485	1.10648	1.11361	70610	0	1
2014.09.29	1.11317	1.12816	1.11022	1.12218	84850	0	1
2014.09.30	1.12218	1.12606	1.11894	1.11943	86170	0	1
2014.10.01	1.11941	1.12291	1.11270	1.12221	92898	0	1
2014.10.02	1.12221	1.12455	1.11179	1.11387	96190	0	1
2014.10.03	1.11379	1.11915	1.11248	1.11646	75251	0	1
2014.10.06	1.11728	1.12281	1.11586	1.11798	68934	0	1
2014.10.07	1.11808	1.12608	1.11732	1.12554	97875	0	1
2014.10.08	1.12561	1.12795	1.11691	1.11809	93208	0	1
2014.10.09	1.11826	1.11940	1.11317	1.11540	96468	0	1
2014.10.10	1.11537	1.11666	1.11084	1.11120	81183	0	1
2014.10.13	1.11123	1.11361	1.10645	1.11030	76691	0	1
2014.10.14	1.11030	1.11431	1.10966	1.11221	59597	0	1
2014.10.15	1.11221	1.11494	1.09820	1.10463	84001	0	1
2014.10.16	1.10463	1.10500	1.09929	1.10206	93537	0	1
2014.10.17	1.10221	1.10883	1.10033	1.10389	61309	0	1
2014.10.20	1.10487	1.10574	1.10152	1.10196	54394	0	16
2014.10.21	1.10196	1.10501	1.09837	1.10280	75310	0	16
2014.10.22	1.10280	1.11360	1.09729	1.11300	60621	0	16
2014.10.23	1.11300	1.12242	1.11282	1.12064	65213	0	16
2014.10.24	1.12066	1.12187	1.11594	1.11962	63188	0	11
2014.10.27	1.12029	1.12264	1.11338	1.11531	51403	0	11
2014.10.28	1.11531	1.11991	1.11498	1.11818	47983	0	1
2014.10.29	1.11818	1.12965	1.11639	1.12470	64676	0	20
2014.10.30	1.12470	1.12789	1.12345	1.12643	75922	0	15
2014.10.31	1.12641	1.13026	1.11964	1.12840	79383	0	20
2014.11.03	1.12617	1.12836	1.12140	1.12211	69214	0	20
2014.11.04	1.12213	1.12743	1.11607	1.11664	72233	0	20
2014.11.05	1.11659	1.11874	1.10913	1.11214	83644	0	16
2014.11.06	1.11217	1.11599	1.11098	1.11210	80955	0	2
2014.11.07	1.11209	1.11748	1.11185	1.11380	81134	0	16
2014.11.10	1.11267	1.11501	1.10912	1.11214	51758	0	16
2014.11.11	1.11217	1.11602	1.11087	1.11268	66978	0	7
2014.11.12	1.11268	1.11385	1.10543	1.10743	75973	0	16
2014.11.13	1.10741	1.10844	1.10434	1.10690	61865	0	1
2014.11.14	1.10693	1.10827	1.10333	1.10579	57242	0	1
2014.11.17	1.10325	1.10419	1.09803	1.09878	68692	0	1
2014.11.18	1.09878	1.10112	1.09355	1.10034	67771	0	1
2014.11.19	1.10037	1.10224	1.09420	1.09636	64740	0	2
2014.11.20	1.09640	1.09886	1.09363	1.09582	64705	0	3
2014.11.21	1.09581	1.10163	1.09433	1.09960	54943	0	5
2014.11.24	1.09870	1.10114	1.09504	1.09545	56139	19465000000	3
2014.11.25	1.09565	1.09866	1.09099	1.09174	56007	208500000	5
2014.11.26	1.09179	1.09337	1.08196	1.08515	52530	107500000	9
2014.11.27	1.08525	1.08841	1.08274	1.08548	47028	0	3
2014.11.28	1.08555	1.08761	1.08207	1.08442	44050	0	20
2014.12.01	1.08259	1.08576	1.07629	1.07910	49774	0	20
2014.12.02	1.07893	1.08452	1.07715	1.08144	50293	0	3
2014.12.03	1.08183	1.08589	1.07773	1.08213	62715	0	3
2014.12.04	1.08243	1.08560	1.07565	1.07652	64400	0	3
2014.12.05	1.07656	1.08053	1.07615	1.07791	57389	0	3
2014.12.08	1.07738	1.08681	1.07738	1.08293	64927	42978399000	1
2014.12.09	1.08203	1.08471	1.07640	1.07911	76980	61603900000	1
2014.12.10	1.07960	1.08122	1.06214	1.06382	69963	50108470000	1
2014.12.11	1.06271	1.06960	1.05364	1.05730	67853	53335500000	1
2014.12.12	1.05605	1.06248	1.05605	1.05841	60677	40396500000	1
2014.12.15	1.05646	1.06490	1.05643	1.05839	66285	45470000000	2
2014.12.16	1.05751	1.06456	1.05189	1.05317	75610	65357500000	1
2014.12.17	1.05221	1.05996	1.04769	1.05315	71986	58393000000	1
2014.12.18	1.05274	1.05823	1.05063	1.05063	66478	56529350000	1
2014.12.19	1.04898	1.05235	1.04549	1.04549	60791	50665500000	1
2014.12.22	1.05065	1.05573	1.04838	1.05137	124196	63474500000	18
2014.12.23	1.05144	1.05210	1.04747	1.05067	115467	61077700000	22
2014.12.24	1.05067	1.05212	1.04859	1.04918	88573	61498400000	14
2014.12.26	1.04905	1.04937	1.04492	1.04506	62245	41051850000	19
2014.12.29	1.04700	1.04791	1.04313	1.04323	117405	63783150000	3
2014.12.30	1.04328	1.04559	1.04207	1.04410	115437	74324900000	10
2014.12.31	1.04410	1.04878	1.04400	1.04702	93887	52375550000	10
2015.01.02	1.04914	1.05326	1.04807	1.04889	47710	0	52
2015.01.05	1.04851	1.05676	1.04825	1.05085	79976	0	52
2015.01.06	1.05085	1.05393	1.03889	1.04039	91095	0	52
2015.01.07	1.04034	1.04307	1.03513	1.03711	85604	0	52
2015.01.08	1.03713	1.04229	1.03665	1.03709	75956	0	52
2015.01.09	1.03711	1.04871	1.03703	1.04441	80513	0	52
2015.01.12	1.04573	1.05155	1.04458	1.04666	79838	0	52
2015.01.13	1.04664	1.05667	1.04664	1.05401	85472	0	52
2015.01.14	1.05401	1.05649	1.04557	1.05501	98149	0	52
2015.01.15	1.05528	1.06348	1.04636	1.04835	109977	0	52
2015.01.16	1.04841	1.05796	1.04685	1.05340	84439	0	52
2015.01.19	1.05582	1.05789	1.05167	1.05444	48982	0	9
2015.01.20	1.05427	1.07076	1.05318	1.06891	54355	0	23
2015.01.21	1.06950	1.07283	1.06630	1.06963	70613	0	26
2015.01.22	1.06972	1.07547	1.06810	1.06892	71593	0	28
2015.01.23	1.06825	1.06995	1.05788	1.05962	69481	0	37
2015.01.26	1.05930	1.07057	1.05772	1.06665	57553	0	39
2015.01.27	1.06662	1.06910	1.06259	1.06447	56596	959500000	3
2015.01.28	1.06446	1.07938	1.06212	1.07756	58303	0	1
2015.01.29	1.07736	1.07935	1.06600	1.06738	69753	28000000	28
2015.01.30	1.06752	1.07371	1.06566	1.06846	61002	0	36
2015.02.02	1.06872	1.07381	1.06736	1.06756	50380	0	1
2015.02.03	1.06705	1.07054	1.05381	1.05821	67836	0	1
2015.02.04	1.05851	1.06119	1.05109	1.05175	90926	0	1
2015.02.05	1.05167	1.05849	1.05043	1.05393	98844	0	11
2015.02.06	1.05387	1.06126	1.04889	1.05830	83910	0	9
2015.02.09	1.05410	1.05749	1.05037	1.05220	69338	0	9
2015.02.10	1.05219	1.05423	1.04829	1.04914	90789	0	9
2015.02.11	1.04911	1.05024	1.04326	1.04657	74200	0	9
2015.02.12	1.04659	1.04826	1.03853	1.04133	96294	0	10
2015.02.13	1.04135	1.04524	1.03354	1.03873	76141	0	9
2015.02.16	1.03889	1.03907	1.03320	1.03575	79168	0	9
2015.02.17	1.03570	1.03935	1.03379	1.03643	92010	0	9
2015.02.18	1.03642	1.03859	1.03263	1.03460	87111	0	9
2015.02.19	1.03460	1.03656	1.02994	1.03586	76373	0	9
2015.02.20	1.03579	1.04284	1.03546	1.04169	69692	0	9
2015.02.23	1.04183	1.04291	1.03499	1.03659	65267	0	9
2015.02.24	1.03637	1.04742	1.03525	1.04502	75230	0	9
2015.02.25	1.04503	1.04752	1.04275	1.04328	75031	0	9
2015.02.26	1.04326	1.04356	1.03385	1.03464	74522	0	9
2015.02.27	1.03470	1.03677	1.03155	1.03204	69324	0	9
2015.03.02	1.03210	1.03487	1.03120	1.03377	62030	0	9
2015.03.03	1.03384	1.03975	1.03229	1.03494	70191	0	9
2015.03.04	1.03459	1.03601	1.02818	1.02916	69200	0	9
2015.03.05	1.02919	1.04150	1.02831	1.03936	73420	0	9
2015.03.06	1.03940	1.05002	1.03845	1.04736	72999	0	9
2015.03.09	1.04577	1.04992	1.04515	1.04739	57685	0	9
2015.03.10	1.04730	1.05201	1.04549	1.04810	85453	0	9
2015.03.11	1.04814	1.05295	1.04033	1.04243	82639	0	12
2015.03.12	1.04278	1.04374	1.03551	1.04221	78161	0	9
2015.03.13	1.04249	1.04528	1.03925	1.04071	72678	0	9
2015.03.16	1.04035	1.04134	1.03498	1.03609	68330	0	8
2015.03.17	1.03625	1.04286	1.03250	1.04119	69070	0	2
2015.03.18	1.04109	1.04397	1.03448	1.03584	74079	0	1
2015.03.19	1.03601	1.03781	1.03029	1.03107	83496	0	8
2015.03.20	1.03108	1.03308	1.02558	1.02640	73234	0	22
2015.03.23	1.02716	1.03062	1.02183	1.02856	76136	0	9
2015.03.24	1.02833	1.03323	1.02585	1.02992	79586	0	52
2015.03.25	1.02998	1.03289	1.02650	1.03094	62062	0	31
2015.03.26	1.03104	1.03399	1.02764	1.03024	74052	0	19
2015.03.27	1.03022	1.03232	1.02262	1.02309	75948	0	20
2015.03.30	1.02288	1.02621	1.01553	1.02002	75466	0	19
2015.03.31	1.01994	1.02155	1.01572	1.01714	63602	0	52
2015.04.01	1.01708	1.02575	1.01688	1.01915	64387	0	31
2015.04.02	1.01908	1.02229	1.00948	1.01048	62151	0	19
2015.04.03	1.01041	1.01510	1.00224	1.00224	33857	0	30
2015.04.06	1.00224	1.00821	1.00198	1.00614	28254	0	14
2015.04.07	1.00612	1.02178	1.00559	1.01814	67375	0	6
2015.04.08	1.01827	1.02039	1.01465	1.01689	74837	0	7
2015.04.09	1.01603	1.02079	1.01563	1.01623	70478	0	6
2015.04.10	1.01612	1.01959	1.01534	1.01832	66021	0	8
2015.04.13	1.01832	1.02010	1.01486	1.01777	70107	0	7
2015.04.14	1.01778	1.01985	1.01182	1.01330	77453	0	8
2015.04.15	1.01333	1.01456	1.00767	1.01093	78423	0	6
2015.04.16	1.01093	1.02203	1.01022	1.01620	104193	0	22
2015.04.17	1.01620	1.01784	1.01076	1.01250	86780	0	7
2015.04.20	1.01250	1.01554	1.00707	1.00768	76455	0	7
2015.04.21	1.00768	1.00855	1.00369	1.00557	102701	0	9
2015.04.22	1.00557	1.01350	1.00446	1.01056	120680	0	10
2015.04.23	1.01056	1.02630	1.01056	1.02395	141905	0	9
2015.04.24	1.02395	1.03092	1.02298	1.02871	125742	0	9
2015.04.27	1.02937	1.03037	1.02477	1.02742	103001	0	9
2015.04.28	1.02700	1.03936	1.02609	1.03900	129546	0	9
2015.04.29	1.03846	1.04408	1.03467	1.04149	147429	0	9
2015.04.30	1.04805	1.05188	1.03371	1.03803	156038	0	9
2015.05.01	1.03815	1.04114	1.03664	1.04004	105391	0	9
2015.05.04	1.03930	1.04226	1.03794	1.04014	54675	0	9
2015.05.05	1.03993	1.05276	1.03519	1.05069	18422	0	10
2015.05.06	1.04986	1.06839	1.04914	1.06185	37339	0	8
2015.05.07	1.06291	1.06534	1.05770	1.06097	16784	0	9
2015.05.08	1.06096	1.06531	1.05618	1.05890	21477	0	27
2015.05.11	1.06137	1.07567	1.06104	1.07528	44471	0	18
2015.05.12	1.07529	1.08516	1.07409	1.08275	101799	0	27
2015.05.13	1.08290	1.08875	1.07489	1.08352	86065	0	13
2015.05.14	1.08365	1.08389	1.07336	1.07688	101577	0	20
2015.05.15	1.07670	1.07966	1.07360	1.07601	78012	0	21
2015.05.18	1.07858	1.08357	1.07629	1.08074	40811	0	14
2015.05.19	1.08086	1.08469	1.07418	1.07718	97643	0	46
2015.05.20	1.07717	1.07981	1.07408	1.07708	105932	0	45
2015.05.21	1.07737	1.08008	1.07345	1.07345	96485	0	25
2015.05.22	1.07391	1.07494	1.06873	1.07064	93139	0	42
2015.05.25	1.06907	1.07222	1.06792	1.06968	71644	0	53
2015.05.26	1.06981	1.07162	1.06713	1.06961	97051	0	13
2015.05.27	1.06913	1.07019	1.06299	1.06299	92557	0	46
2015.05.28	1.06287	1.06868	1.05733	1.06528	114867	0	46
2015.05.29	1.06533	1.07825	1.06410	1.07606	102219	0	47
2015.06.01	1.07693	1.07912	1.06962	1.07239	106017	0	26
2015.06.02	1.07208	1.08350	1.06998	1.08199	162978	0	13
2015.06.03	1.08187	1.09121	1.08168	1.08824	97396	0	9
2015.06.04	1.08858	1.08865	1.07631	1.07795	32482	0	9
2015.06.05	1.07791	1.08527	1.07701	1.08008	131190	0	18
2015.06.08	1.08154	1.08259	1.07583	1.07772	110171	0	19
2015.06.09	1.07804	1.08196	1.07381	1.07787	131409	0	16
2015.06.10	1.07754	1.08022	1.07101	1.07691	154843	0	12
2015.06.11	1.07811	1.10781	1.07811	1.10549	139461	0	8
2015.06.12	1.10565	1.10916	1.10274	1.10557	51793	0	27
2015.06.15	1.10603	1.11119	1.10453	1.10883	73285	0	43
2015.06.16	1.10890	1.11151	1.10642	1.10872	103939	0	14
2015.06.17	1.10904	1.11136	1.10638	1.10846	133922	0	23
2015.06.18	1.10832	1.12841	1.10787	1.12564	155124	0	13
2015.06.19	1.12543	1.12668	1.12171	1.12453	110534	0	9
2015.06.22	1.12452	1.12946	1.12372	1.12547	108737	0	14
2015.06.23	1.12548	1.12976	1.12228	1.12835	125116	0	13
2015.06.24	1.12827	1.12971	1.11605	1.11733	119430	0	8
2015.06.25	1.11772	1.12220	1.11634	1.12028	120046	0	15
2015.06.26	1.11942	1.12605	1.11634	1.11899	115566	0	14
2015.06.29	1.11610	1.12333	1.11302	1.12052	142677	0	11
2015.06.30	1.12048	1.13899	1.11946	1.13885	149939	0	12
2015.07.01	1.13883	1.13883	1.13220	1.13445	116647	0	8
2015.07.02	1.13445	1.14281	1.13344	1.13491	118935	0	5
2015.07.03	1.13515	1.13681	1.12084	1.12236	79266	0	5
2015.07.06	1.12080	1.12357	1.11796	1.12063	75380	0	20
2015.07.07	1.12060	1.12493	1.11460	1.11956	104938	0	16
2015.07.08	1.11965	1.12024	1.10199	1.10333	118971	0	16
2015.07.09	1.10335	1.11155	1.10192	1.10390	91884	0	18
2015.07.10	1.10398	1.10923	1.10147	1.10649	82176	0	16
2015.07.13	1.10460	1.10868	1.10389	1.10560	95420	0	15
2015.07.14	1.10556	1.11336	1.10521	1.10989	97111	0	16
2015.07.15	1.10998	1.11928	1.10923	1.11871	107127	0	18
2015.07.16	1.11886	1.13766	1.11623	1.13583	102029	0	15
2015.07.17	1.13593	1.13731	1.12685	1.12948	83871	0	13
2015.07.20	1.13092	1.13228	1.11838	1.12188	106304	0	5
2015.07.21	1.12197	1.12344	1.11250	1.11930	120321	0	5
2015.07.22	1.11784	1.12300	1.11406	1.12020	123031	0	5
2015.07.23	1.12029	1.12035	1.10634	1.11304	132902	59524636500	5
2015.07.24	1.11297	1.11418	1.10418	1.10706	122563	78091486000	11
2015.07.27	1.10629	1.10732	1.09965	1.10033	122505	85966100000	3
2015.07.28	1.10057	1.10125	1.09332	1.09569	132054	91022254000	15
2015.07.29	1.09576	1.09973	1.08910	1.09385	141920	103023341500	22
2015.07.30	1.09457	1.10679	1.09292	1.10437	113774	72632729000	15
2015.07.31	1.10382	1.11098	1.10149	1.10592	124549	84061524000	1
2015.08.03	1.10549	1.11014	1.10083	1.10975	115338	95005878000	3
2015.08.04	1.10973	1.13060	1.10655	1.12671	148603	107995376500	4
2015.08.05	1.12738	1.13154	1.12368	1.12822	131618	96853344000	38
2015.08.06	1.12861	1.12983	1.11901	1.12006	118513	91021377500	17
2015.08.07	1.11982	1.12886	1.11710	1.11960	125003	91209097000	19
2015.08.10	1.11946	1.12222	1.11715	1.11879	87398	66893561000	18
2015.08.11	1.11898	1.12184	1.11315	1.11626	123763	93307587000	28
2015.08.12	1.11629	1.11849	1.10951	1.11322	134317	97705184500	38
2015.08.13	1.11344	1.12169	1.11202	1.11862	108207	79493542500	25
2015.08.14	1.11891	1.13009	1.11813	1.12756	107876	80888412002	31
2015.08.17	1.12768	1.12831	1.12016	1.12016	93897	76486100000	26
2015.08.18	1.12038	1.12196	1.11073	1.11073	131772	106013123180	38
2015.08.19	1.11114	1.11769	1.11061	1.11171	161022	122355446500	37
2015.08.20	1.11131	1.11497	1.10467	1.10486	147951	114913071000	29
2015.08.21	1.10524	1.10877	1.09157	1.09276	159551	127701999500	39
2015.08.24	1.09465	1.15283	1.09186	1.10281	189715	86886895999	23
2015.08.25	1.10304	1.11221	1.09876	1.09984	163558	115872509000	40
2015.08.26	1.09993	1.10659	1.09434	1.10276	166159	106434062500	35
2015.08.27	1.10355	1.11001	1.10025	1.10671	153736	110496133500	48
2015.08.28	1.10685	1.10970	1.10485	1.10807	136813	99988894000	40
2015.08.31	1.10645	1.12607	1.10371	1.12115	116915	92647266000	36
2015.09.01	1.12070	1.12153	1.10753	1.10800	140245	107200436000	15
2015.09.02	1.10810	1.10958	1.10149	1.10831	126480	104744913157	42
2015.09.03	1.10783	1.10868	1.09571	1.09577	123655	106898680000	30
2015.09.04	1.09503	1.10251	1.09409	1.09952	124525	101059108500	25
2015.09.07	1.09791	1.10857	1.09709	1.10534	122673	95562268000	16
2015.09.08	1.10352	1.11283	1.10351	1.10590	110384	96626376000	17
2015.09.09	1.10470	1.10747	1.09336	1.09616	114822	98605624000	25
2015.09.10	1.09568	1.12628	1.09506	1.12311	147821	118649259568	24
2015.09.11	1.12137	1.12432	1.11751	1.12209	95348	83624197500	16
2015.09.14	1.12103	1.13092	1.11849	1.12670	93665	85372011900	16
2015.09.15	1.12661	1.13051	1.12185	1.12289	99036	82571120864	16
2015.09.16	1.12272	1.13294	1.12042	1.12945	98713	86626505000	16
2015.09.17	1.13003	1.13450	1.12578	1.12902	121983	103224600658	17
2015.09.18	1.12809	1.13260	1.12106	1.12257	122176	100798017500	26
2015.09.21	1.12279	1.13104	1.12258	1.12853	106544	86713380000	17
2015.09.22	1.12810	1.13069	1.12281	1.12585	97383	85330200000	22
2015.09.23	1.12601	1.12700	1.11564	1.11598	104935	90124276246	27
2015.09.24	1.11501	1.11679	1.10074	1.10458	120244	101811662370	27
2015.09.25	1.10428	1.11037	1.09962	1.09980	106029	90942236214	16
2015.09.28	1.10309	1.10467	1.09715	1.10360	107979	90031352000	26
2015.09.29	1.10386	1.10575	1.09648	1.10022	115448	94812637000	31
2015.09.30	1.10059	1.10305	1.09575	1.09625	111118	86867335411	26
2015.10.01	1.09592	1.10349	1.09427	1.09853	116597	89003877500	25
2015.10.02	1.09790	1.10058	1.09086	1.09369	108479	89923949000	22
2015.10.05	1.09163	1.09498	1.08657	1.09070	128518	124627189000	25
2015.10.06	1.09076	1.09845	1.08864	1.09441	124401	102855850000	16
2015.10.07	1.09470	1.09478	1.08600	1.08978	125003	101387161500	16
2015.10.08	1.08998	1.09049	1.08458	1.08832	121678	100499576500	16
2015.10.09	1.08839	1.09547	1.08654	1.09399	121747	99311571000	23
2015.10.12	1.09423	1.09657	1.09150	1.09518	100396	85030700000	21
2015.10.13	1.09531	1.09824	1.08802	1.09001	116112	98807366000	26
2015.10.14	1.09003	1.09029	1.07186	1.07489	132292	114717752000	51
2015.10.15	1.07535	1.07750	1.06359	1.06923	137876	119284828000	51
2015.10.16	1.06680	1.07387	1.06561	1.06571	122031	101898416000	51
2015.10.19	1.06595	1.07216	1.06499	1.06720	99497	79262493872	51
